,subTypeName,dealnum,close,open,low,average,dealamount,indate,high,deal
3695,SZ2014,15984,40,40,40,0,525260,2015/1/23,40,40
3696,湖北,20528,24.14,24.11,24.11,0,494702,2015/1/23,24.14,24.11
3697,重庆,0,30.74,30.74,30.74,0,0,2015/1/23,30.74,30.74
3698,北京,6500,53.15,53.15,53.15,0,345475,2015/1/22,53.15,53.15
3699,上海,11278,35.3,35.11,35.11,0,394568,2015/1/22,35.3,34.99
3700,广东,1913,20.66,20.6,20.6,0,39525.4,2015/1/22,21.6,20.66
3701,天津,100,25.13,25.13,25.13,0,2513,2015/1/22,25.13,25.13
3702,SZ2014,7048,40,40,40,0,281574,2015/1/22,40,40
3703,SZ2013,1600,40,40,40,0,64000,2015/1/22,40,40
3704,湖北,606,24,24,24,0,14424,2015/1/22,24,24
3705,重庆,0,30.74,30.74,30.74,0,0,2015/1/22,30.74,30.74
3706,北京,5000,51,51,51,0,255000,2015/1/21,51,51
3707,上海,8000,35.11,35.11,35.11,0,287045,2015/1/21,35.11,35.11
3708,广东,1913,20.66,20.6,20.6,0,39525.4,2015/1/21,21.6,20.66
3709,天津,260,25.13,25.13,25.13,0,6535,2015/1/21,25.13,25.13
3710,SZ2013,11000,38,37.55,37.5,0,413461,2015/1/21,38,38
3711,SZ2014,3642,40,40,40,0,145738,2015/1/21,40,40
3712,湖北,27029,24.15,24,24,0,651285,2015/1/21,24.15,24
3713,重庆,0,30.74,30.74,30.74,0,0,2015/1/21,30.74,30.74
3714,北京,2500,53.96,53.96,53.96,0,134900,2015/1/20,53.96,53.96
3715,上海,5386,31.8,30.1,30.1,0,166306,2015/1/20,35,30.88
3716,广东,0,20.6,21.46,21.46,0,0,2015/1/20,20.6,20.6
3717,天津,220,25.11,25.11,25.11,0,5525,2015/1/20,25.11,25.11
3718,SZ2013,6071,44.89,40,37.5,0,241631,2015/1/20,44.89,38
3719,SZ2014,7581,39.95,39.95,39.95,0,303124,2015/1/20,39.95,39.95
3720,湖北,28819,24.07,24.07,24.07,0,692701,2015/1/20,24.07,24.07
3721,重庆,0,30.74,30.74,30.74,0,0,2015/1/20,30.74,30.74
3722,北京,1000,54,54,54,0,54000,2015/1/19,54,54
3723,上海,5914,29.9,27.3,27.3,0,164858,2015/1/19,30.1,27.88
3724,广东,500,20.6,21.46,21.46,0,10300,2015/1/19,20.6,20.6
3725,天津,180,25.08,25.08,25.08,0,4515,2015/1/19,25.08,25.08
3726,SZ2013,12410,41.25,38.81,38.81,0,403732,2015/1/19,41.25,41.25
3727,SZ2014,54,39.1,39.1,39.1,0,2161.48,2015/1/19,39.1,39.1
3728,湖北,5100,24.8,24.13,24.13,0,122180,2015/1/19,24.8,24.13
3729,重庆,0,30.74,30.74,30.74,0,0,2015/1/19,30.74,30.74
3730,北京,0,53.82,53.82,53.82,0,0,2015/1/18,53.82,53.82
3731,上海,0,27.3,27.3,27.3,0,0,2015/1/18,27.3,27.3
3732,广东,0,20.6,21.46,21.46,0,0,2015/1/18,20.6,20.6
3733,天津,0,25.06,25.06,25.06,0,0,2015/1/18,25.06,25.06
3734,SZ2014,0,38.81,38.81,38.81,0,0,2015/1/18,38.81,38.81
3735,SZ2013,0,37.51,37.5,36.99,0,0,2015/1/18,37.51,37.5
3736,湖北,0,24.08,24.06,24.06,0,0,2015/1/18,24.08,24.06
3737,重庆,0,30.74,30.74,30.74,0,0,2015/1/18,30.74,30.74
3738,北京,0,53.82,53.82,53.82,0,0,2015/1/17,53.82,53.82
3739,上海,0,27.3,27.3,27.3,0,0,2015/1/17,27.3,27.3
3740,广东,0,20.6,21.46,21.46,0,0,2015/1/17,20.6,20.6
3741,天津,0,25.06,25.06,25.06,0,0,2015/1/17,25.06,25.06
3742,SZ2013,0,37.51,37.5,36.99,0,0,2015/1/17,37.51,37.5
3743,SZ2014,0,38.81,38.81,38.81,0,0,2015/1/17,38.81,38.81
3744,湖北,0,24.08,24.06,24.06,0,0,2015/1/17,24.08,24.06
3745,重庆,0,30.74,30.74,30.74,0,0,2015/1/17,30.74,30.74
3746,北京,4500,53.82,53.82,53.82,0,242200,2015/1/16,53.82,53.82
3747,上海,8000,27.3,27.3,27.3,0,207510,2015/1/16,27.3,27.3
3748,广东,500,20.6,21.46,21.46,0,10300,2015/1/16,20.6,20.6
3749,天津,240,25.06,25.06,25.06,0,6014,2015/1/16,25.06,25.06
3750,SZ2013,8540,37.51,37.5,36.99,0,319352,2015/1/16,37.51,37.5
3751,SZ2014,21813,38.81,38.81,38.81,0,714413,2015/1/16,38.81,38.81
3752,湖北,19946,24.08,24.06,24.06,0,479467,2015/1/16,24.08,24.06
3753,重庆,0,30.74,30.74,30.74,0,0,2015/1/16,30.74,30.74
3754,北京,600,55,55,55,0,33000,2015/1/15,55,55
3755,上海,1500,21,21,21,0,31500,2015/1/15,21,21
3756,广东,0,21.46,23.8,23.8,0,0,2015/1/15,21.46,21.46
3757,天津,160,25.05,25.05,25.05,0,4008,2015/1/15,25.05,25.05
3758,SZ2013,21,37.5,37.5,37.5,0,787.5,2015/1/15,37.5,37.5
3759,SZ2014,273,37.5,37.5,37.5,0,10694.5,2015/1/15,37.5,37.5
3760,湖北,3008,24.24,24.1,24.1,0,72508.3,2015/1/15,24.24,24.1
3761,重庆,0,30.74,30.74,30.74,0,0,2015/1/15,30.74,30.74
3762,北京,0,53,53,53,0,0,2015/1/14,53,53
3763,上海,500,23,23,23,0,11500,2015/1/14,23,23
3764,广东,0,21.46,23.8,23.8,0,0,2015/1/14,21.46,21.46
3765,天津,220,25.09,25.09,25.09,0,5519,2015/1/14,25.09,25.09
3766,SZ2014,4454,38.2,38.2,38.2,0,171789,2015/1/14,38.2,38.2
3767,SZ2013,3840,38.58,39,37.5,0,144538,2015/1/14,38.58,38.58
3768,湖北,8207,24.19,24.14,24.14,0,197894,2015/1/14,24.19,24.14
3769,重庆,0,30.74,30.74,30.74,0,0,2015/1/14,30.74,30.74
3770,北京,1000,53,53,53,0,53000,2015/1/13,53,53
3771,上海,1300,26.3,26.3,26.3,0,34250,2015/1/13,26.3,26.3
3772,广东,1,21.46,23.8,23.8,0,21.46,2015/1/13,21.46,21.46
3773,天津,320,25.06,25.06,25.06,0,8019,2015/1/13,25.06,25.06
3774,SZ2013,405,38,39.18,38,0,15595.9,2015/1/13,38,38
3775,SZ2014,7659,39.95,39.95,39.95,0,304436,2015/1/13,39.95,39.95
3776,湖北,13839,24.13,24.13,24.13,0,334763,2015/1/13,24.13,24.13
3777,重庆,0,30.74,30.74,30.74,0,0,2015/1/13,30.74,30.74
3778,北京,1500,53.5,53.5,53.5,0,80250,2015/1/12,53.5,53.5
3779,上海,8830,34.4,29.8,29.8,0,263450,2015/1/12,30.5,29.84
3780,广东,1,23.8,26.44,26.44,0,23.8,2015/1/12,23.8,23.8
3781,天津,120,24.93,24.93,24.93,0,2991,2015/1/12,24.93,24.93
3782,SZ2013,5,39.3,39.3,39.3,0,196.5,2015/1/12,39.3,39.3
3783,SZ2014,391,48.39,48.39,48.39,0,16890,2015/1/12,48.39,48.39
3784,湖北,15966,24.25,24.17,24.17,0,385165,2015/1/12,24.25,24.17
3785,重庆,0,30.74,30.74,30.74,0,0,2015/1/12,30.74,30.74
3786,北京,0,52.43,52.43,52.43,0,0,2015/1/11,52.43,52.43
3787,上海,0,29.8,29.8,29.8,0,0,2015/1/11,29.8,29.8
3788,广东,0,26.44,29.36,29.36,0,0,2015/1/11,26.46,26.44
3789,天津,0,25.05,25.05,25.05,0,0,2015/1/11,25.05,25.05
3790,SZ2013,0,36.08,35,35,0,0,2015/1/11,36.08,36.08
3791,SZ2014,0,44,44,44,0,0,2015/1/11,44,44
3792,湖北,0,24.25,24.24,24.24,0,0,2015/1/11,24.25,24.24
3793,重庆,0,30.74,30.74,30.74,0,0,2015/1/11,30.74,30.74
3794,北京,0,52.43,52.43,52.43,0,0,2015/1/10,52.43,52.43
3795,上海,0,29.8,29.8,29.8,0,0,2015/1/10,29.8,29.8
3796,广东,0,26.44,29.36,29.36,0,0,2015/1/10,26.46,26.44
3797,天津,0,25.05,25.05,25.05,0,0,2015/1/10,25.05,25.05
3798,SZ2014,0,44,44,44,0,0,2015/1/10,44,44
3799,SZ2013,0,36.08,35,35,0,0,2015/1/10,36.08,36.08
3800,湖北,0,24.25,24.24,24.24,0,0,2015/1/10,24.25,24.24
3801,重庆,0,30.74,30.74,30.74,0,0,2015/1/10,30.74,30.74
3802,北京,3500,52.43,52.43,52.43,0,183500,2015/1/9,52.43,52.43
3803,上海,6410,29.8,29.8,29.8,0,190725,2015/1/9,29.8,29.8
3804,广东,5,26.44,29.36,29.36,0,132.22,2015/1/9,26.46,26.44
3805,天津,240,25.05,25.05,25.05,0,6011,2015/1/9,25.05,25.05
3806,SZ2013,510,36.08,35,35,0,18390,2015/1/9,36.08,36.08
3807,SZ2014,3986,44,44,44,0,153413,2015/1/9,44,44
3808,湖北,20763,24.25,24.24,24.24,0,502028,2015/1/9,24.25,24.24
3809,重庆,0,30.74,30.74,30.74,0,0,2015/1/9,30.74,30.74
3810,北京,2000,53.5,53.5,53.5,0,107000,2015/1/8,53.5,53.5
3811,上海,12050,28.2,26.7,26.7,0,347965,2015/1/8,33.6,28.88
3812,广东,5,29.36,32.57,32.57,0,146.8,2015/1/8,29.36,29.36
3813,天津,700,25.02,25.02,25.02,0,17512,2015/1/8,25.02,25.02
3814,SZ2013,5,37,37,37,0,185,2015/1/8,37,37
3815,SZ2014,2597,41,41,41,0,99210,2015/1/8,41,41
3816,湖北,5675,24.6,24.25,24.25,0,137626,2015/1/8,24.6,24.25
3817,重庆,0,30.74,30.74,30.74,0,0,2015/1/8,30.74,30.74
3818,北京,5200,53.02,53.02,53.02,0,275700,2015/1/7,53.02,53.02
3819,上海,10700,26.7,26.7,26.7,0,310635,2015/1/7,26.7,26.7
3820,广东,496,32.57,32.21,32.21,0,16156,2015/1/7,32.6,32.57
3821,天津,160,25.05,25.05,25.05,0,4008,2015/1/7,25.05,25.05
3822,SZ2013,1,36,36,36,0,36,2015/1/7,36,36
3823,SZ2014,8627,35,35,35,0,344131,2015/1/7,35,35
3824,湖北,5039,24.1,24.1,24.1,0,121316,2015/1/7,24.1,24.1
3825,重庆,0,30.74,30.74,30.74,0,0,2015/1/7,30.74,30.74
3826,北京,1000,54,54,54,0,54000,2015/1/6,54,54
3827,上海,12417,27.9,27.9,27.9,0,372004,2015/1/6,27.9,27.9
3828,广东,0,32.21,29.36,29.36,0,0,2015/1/6,32.3,27.47
3829,天津,160,25.04,25.04,25.04,0,4006,2015/1/6,25.04,25.04
3830,SZ2014,32207,40.28,40.28,40.28,0,981657,2015/1/6,40.28,40.28
3831,SZ2013,1715,33.48,33.48,33.48,0,63451.5,2015/1/6,33.48,33.48
3832,湖北,28698,24.17,24.17,24.17,0,694917,2015/1/6,24.17,24.17
3833,重庆,0,30.74,30.74,30.74,0,0,2015/1/6,30.74,30.74
3834,北京,0,54.19,54.19,54.19,0,0,2015/1/5,54.19,54.19
3835,上海,8800,26.6,26.6,26.6,0,248790,2015/1/5,26.6,26.6
3836,广东,0,32.21,29.36,29.36,0,0,2015/1/5,32.3,27.74
3837,天津,120,24.83,24.83,24.83,0,2980,2015/1/5,24.83,24.83
3838,SZ2013,0,37.2,37.2,37.2,0,0,2015/1/5,37.2,37.2
3839,SZ2014,21620,36.63,36.63,36.63,0,796328,2015/1/5,36.63,36.63
3840,湖北,6068,24.06,24.06,24.06,0,145979,2015/1/5,24.06,24.06
3841,重庆,0,30.74,30.74,30.74,0,0,2015/1/5,30.74,30.74
3842,北京,0,54.19,54.19,54.19,0,0,2015/1/4,54.19,54.19
3843,上海,0,32.65,32.5,32.5,0,0,2015/1/4,33.1,32.65
3844,广东,0,32.21,29.36,29.36,0,0,2015/1/4,32.3,27.74
3845,天津,0,25.22,25.22,25.22,0,0,2015/1/4,25.22,25.22
3846,SZ2013,0,37.2,37.2,37.2,0,0,2015/1/4,37.2,37.2
3847,SZ2014,0,40.68,40.68,40.68,0,0,2015/1/4,40.68,40.68
3848,湖北,0,24.2,24.2,24.2,0,0,2015/1/4,24.2,24.2
3849,重庆,0,30.74,30.74,30.74,0,0,2015/1/4,30.74,30.74
3850,北京,0,54.19,54.19,54.19,0,0,2015/1/3,54.19,54.19
3851,上海,0,32.65,32.5,32.5,0,0,2015/1/3,33.1,32.65
3852,广东,0,32.21,29.36,29.36,0,0,2015/1/3,32.3,27.74
3853,天津,0,25.22,25.22,25.22,0,0,2015/1/3,25.22,25.22
3854,SZ2014,0,40.68,40.68,40.68,0,0,2015/1/3,40.68,40.68
3855,SZ2013,0,37.2,37.2,37.2,0,0,2015/1/3,37.2,37.2
3856,湖北,0,24.2,24.2,24.2,0,0,2015/1/3,24.2,24.2
3857,重庆,0,30.74,30.74,30.74,0,0,2015/1/3,30.74,30.74
3858,北京,0,54.19,54.19,54.19,0,0,2015/1/2,54.19,54.19
3859,上海,0,32.65,32.5,32.5,0,0,2015/1/2,33.1,32.65
3860,广东,0,32.21,29.36,29.36,0,0,2015/1/2,32.3,27.74
3861,天津,0,25.22,25.22,25.22,0,0,2015/1/2,25.22,25.22
3862,SZ2014,0,40.68,40.68,40.68,0,0,2015/1/2,40.68,40.68
3863,SZ2013,0,37.2,37.2,37.2,0,0,2015/1/2,37.2,37.2
3864,湖北,0,24.2,24.2,24.2,0,0,2015/1/2,24.2,24.2
3865,重庆,0,30.74,30.74,30.74,0,0,2015/1/2,30.74,30.74
3866,北京,0,54.19,54.19,54.19,0,0,2015/1/1,54.19,54.19
3867,上海,0,32.65,32.5,32.5,0,0,2015/1/1,33.1,32.65
3868,广东,0,32.21,29.36,29.36,0,0,2015/1/1,32.3,27.74
3869,天津,0,24.96,24.96,24.96,0,0,2015/1/1,24.96,24.96
3870,天津,0,25.22,25.22,25.22,0,0,2015/1/1,25.22,25.22
3871,SZ2013,0,37.2,37.2,37.2,0,0,2015/1/1,37.2,37.2
3872,SZ2014,0,40.68,40.68,40.68,0,0,2015/1/1,40.68,40.68
3873,湖北,0,24.2,24.2,24.2,0,0,2015/1/1,24.2,24.2
3874,重庆,0,30.74,30.74,30.74,0,0,2015/1/1,30.74,30.74
3875,北京,3100,54.19,54.19,54.19,0,168000,2014/12/31,54.19,54.19
3876,上海,0,32.65,32.5,32.5,0,0,2014/12/31,33.1,32.65
3877,广东,0,32.21,29.36,29.36,0,0,2014/12/31,32.3,27.74
3878,天津,60,25.22,25.22,25.22,0,1515,2014/12/31,25.22,25.22
3879,SZ2013,11177,37.2,37.2,37.2,0,343573,2014/12/31,37.2,37.2
3880,SZ2014,1199,40.68,40.68,40.68,0,48775.3,2014/12/31,40.68,40.68
3881,湖北,61091,24.2,24.2,24.2,0,1466640,2014/12/31,24.2,24.2
3882,重庆,0,30.74,30.74,30.74,0,0,2014/12/31,30.74,30.74
3883,北京,4400,53.45,53.45,53.45,0,235200,2014/12/30,53.45,53.45
3884,上海,0,32.65,32.5,32.5,0,0,2014/12/30,33.1,32.65
3885,广东,0,32.21,29.36,29.36,0,0,2014/12/30,32.3,27.74
3886,天津,160,25.22,25.22,25.22,0,4035,2014/12/30,25.22,25.22
3887,SZ2014,1838,37.2,37.2,37.2,0,68950,2014/12/30,37.2,37.2
3888,SZ2013,600,37,37,36.99,0,22199.7,2014/12/30,37,37
3889,湖北,32000,24.28,23.85,23.85,0,770520,2014/12/30,24.28,23.85
3890,重庆,0,30.74,30.74,30.74,0,0,2014/12/30,30.74,30.74
3891,北京,2100,53.43,53.43,53.43,0,112200,2014/12/29,53.43,53.43
3892,上海,4000,32.65,32.5,32.5,0,130600,2014/12/29,33.1,32.65
3893,广东,1295,32.21,29.36,29.36,0,35924.5,2014/12/29,32.3,27.74
3894,天津,100,25.26,25.26,25.26,0,2526,2014/12/29,25.26,25.26
3895,SZ2014,3,50,50,50,0,141.09,2014/12/29,50,50
3896,SZ2013,2901,39.6,36.5,35,0,103016,2014/12/29,39.6,39.6
3897,湖北,56566,24.5,24.5,24.5,0,1365910,2014/12/29,24.5,24.5
3898,重庆,0,30.74,30.74,30.74,0,0,2014/12/29,30.74,30.74
3899,北京,0,53.53,53.53,53.53,0,0,2014/12/28,53.53,53.53
3900,上海,0,32.1,32.1,32.1,0,0,2014/12/28,32.1,32.1
3901,广东,0,29.36,32.6,32.6,0,0,2014/12/28,29.36,29.36
3902,天津,0,25.27,25.27,25.27,0,0,2014/12/28,25.27,25.27
3903,SZ2014,0,40.94,40.94,40.94,0,0,2014/12/28,40.94,40.94
3904,SZ2013,0,36,35.6,30,0,0,2014/12/28,36,30
3905,湖北,0,24.15,24.01,24.01,0,0,2014/12/28,24.15,24.01
3906,重庆,0,30.74,30.74,30.74,0,0,2014/12/28,30.74,30.74
3907,北京,0,53.53,53.53,53.53,0,0,2014/12/27,53.53,53.53
3908,上海,0,32.1,32.1,32.1,0,0,2014/12/27,32.1,32.1
3909,广东,0,29.36,32.6,32.6,0,0,2014/12/27,29.36,29.36
3910,天津,0,25.27,25.27,25.27,0,0,2014/12/27,25.27,25.27
3911,SZ2013,0,36,35.6,30,0,0,2014/12/27,36,30
3912,SZ2014,0,40.94,40.94,40.94,0,0,2014/12/27,40.94,40.94
3913,湖北,0,24.15,24.01,24.01,0,0,2014/12/27,24.15,24.01
3914,重庆,0,30.74,30.74,30.74,0,0,2014/12/27,30.74,30.74
3915,北京,1200,53.53,53.53,53.53,0,64240,2014/12/26,53.53,53.53
3916,上海,11339,32.1,32.1,32.1,0,363980,2014/12/26,32.1,32.1
3917,广东,68,29.36,32.6,32.6,0,1996.48,2014/12/26,29.36,29.36
3918,天津,260,25.27,25.27,25.27,0,6570,2014/12/26,25.27,25.27
3919,SZ2014,8338,40.94,40.94,40.94,0,331622,2014/12/26,40.94,40.94
3920,SZ2013,3528,36,35.6,30,0,111313,2014/12/26,36,30
3921,湖北,16103,24.15,24.01,24.01,0,387002,2014/12/26,24.15,24.01
3922,重庆,0,30.74,30.74,30.74,0,0,2014/12/26,30.74,30.74
3923,北京,0,53,53,53,0,0,2014/12/25,53,53
3924,上海,16637,32.2,32.2,32.2,0,530113,2014/12/25,32.2,32.2
3925,广东,0,32.6,30.49,30.49,0,0,2014/12/25,32.6,32.6
3926,天津,240,25.25,25.25,25.25,0,6059,2014/12/25,25.25,25.25
3927,SZ2014,25213,35,35,35,0,790011,2014/12/25,35,35
3928,SZ2013,13,36,36,32.85,0,463.87,2014/12/25,36,32.85
3929,湖北,12200,24.38,23.91,23.91,0,293908,2014/12/25,24.38,23.91
3930,重庆,0,30.74,30.74,30.74,0,0,2014/12/25,30.74,30.74
3931,北京,1200,53,53,53,0,63600,2014/12/24,53,53
3932,上海,20049,32.5,34.2,34.2,0,655907,2014/12/24,34.2,32.72
3933,广东,0,32.6,30.49,30.49,0,0,2014/12/24,32.6,32.6
3934,天津,220,25.2,25.2,25.2,0,5543,2014/12/24,25.2,25.2
3935,SZ2014,26689,37.74,37.74,37.74,0,1009580,2014/12/24,37.74,37.74
3936,SZ2013,582,37.7,37.7,36.5,0,21524.4,2014/12/24,37.7,36.5
3937,湖北,35206,24.15,24,24,0,847339,2014/12/24,24.15,24
3938,重庆,0,30.74,30.74,30.74,0,0,2014/12/24,30.74,30.74
3939,北京,1800,53,53,53,0,95400,2014/12/23,53,53
3940,上海,13370,32.9,34,34,0,442058,2014/12/23,34,33.06
3941,广东,0,32.6,30.49,30.49,0,0,2014/12/23,32.6,32.6
3942,天津,240,25.17,25.17,25.17,0,6040,2014/12/23,25.17,25.17
3943,SZ2013,101,39.99,39.99,39.2,0,3959.99,2014/12/23,39.99,39.2
3944,SZ2014,17999,37,37,37,0,560351,2014/12/23,37,37
3945,湖北,44400,24.98,23.54,23.54,0,1071100,2014/12/23,24.98,23.54
3946,重庆,0,30.74,30.74,30.74,0,0,2014/12/23,30.74,30.74
3947,北京,500,52.8,52.8,52.8,0,26400,2014/12/22,52.8,52.8
3948,上海,11400,33.3,33.8,33.8,0,381620,2014/12/22,33.8,33.3
3949,广东,0,32.6,30.49,30.49,0,0,2014/12/22,32.6,32.6
3950,天津,220,25.12,25.12,25.12,0,5526,2014/12/22,25.12,25.12
3951,SZ2014,29354,37,37,37,0,932720,2014/12/22,37,37
3952,SZ2013,0,43.56,37.5,36.5,0,0,2014/12/22,43.56,43.56
3953,湖北,30271,24.2,24.14,24.14,0,730614,2014/12/22,24.2,24.14
3954,重庆,0,30.74,30.74,30.74,0,0,2014/12/22,30.74,30.74
3955,北京,0,52.93,52.93,52.93,0,0,2014/12/21,52.93,52.93
3956,上海,0,33.8,33.9,33.9,0,0,2014/12/21,33.9,33.83
3957,广东,0,32.6,30.49,30.49,0,0,2014/12/21,32.6,32.6
3958,天津,0,25.26,25.26,25.26,0,0,2014/12/21,25.26,25.26
3959,SZ2014,0,37.5,37.5,37.5,0,0,2014/12/21,37.5,37.5
3960,SZ2013,0,43.56,37.5,36.5,0,0,2014/12/21,43.56,43.56
3961,湖北,0,24.2,24.09,24.09,0,0,2014/12/21,24.2,24.09
3962,重庆,0,30.74,30.74,30.74,0,0,2014/12/21,30.74,30.74
3963,北京,0,52.93,52.93,52.93,0,0,2014/12/20,52.93,52.93
3964,上海,0,33.8,33.9,33.9,0,0,2014/12/20,33.9,33.83
3965,广东,0,32.6,30.49,30.49,0,0,2014/12/20,32.6,32.6
3966,天津,0,25.26,25.26,25.26,0,0,2014/12/20,25.26,25.26
3967,SZ2014,0,37.5,37.5,37.5,0,0,2014/12/20,37.5,37.5
3968,SZ2013,0,43.56,37.5,36.5,0,0,2014/12/20,43.56,43.56
3969,湖北,0,24.2,24.09,24.09,0,0,2014/12/20,24.2,24.09
3970,重庆,0,30.74,30.74,30.74,0,0,2014/12/20,30.74,30.74
3971,北京,1500,52.93,52.93,52.93,0,79400,2014/12/19,52.93,52.93
3972,上海,11531,33.8,33.9,33.9,0,390088,2014/12/19,33.9,33.83
3973,广东,0,32.6,30.49,30.49,0,0,2014/12/19,32.6,32.6
3974,天津,340,25.26,25.26,25.26,0,8589,2014/12/19,25.26,25.26
3975,SZ2013,11074,43.56,37.5,36.5,0,439483,2014/12/19,43.56,43.56
3976,SZ2014,11019,37.5,37.5,37.5,0,404014,2014/12/19,37.5,37.5
3977,湖北,34252,24.2,24.09,24.09,0,825137,2014/12/19,24.2,24.09
3978,重庆,0,30.74,30.74,30.74,0,0,2014/12/19,30.74,30.74
3979,北京,2700,52.31,52.31,52.31,0,141250,2014/12/18,52.31,52.31
3980,上海,21366,33.9,34.3,34.3,0,718507,2014/12/18,34.4,33.63
3981,上海,21366,33.9,34.3,34.3,0,718507,2014/12/18,34.4,33.63
3982,广东,15,32.6,30.49,30.49,0,489,2014/12/18,32.6,32.6
3983,天津,280,25.75,25.75,25.75,0,7209,2014/12/18,25.75,25.75
3984,SZ2014,10007,36,36,36,0,300267,2014/12/18,36,36
3985,SZ2013,11043,39.6,39.6,39.6,0,331300,2014/12/18,39.6,39.6
3986,湖北,58759,24.1,23.2,23.2,0,1411360,2014/12/18,24.1,23.2
3987,重庆,0,30.74,30.74,30.74,0,0,2014/12/18,30.74,30.74
3988,北京,1800,52.5,52.5,52.5,0,94500,2014/12/17,52.5,52.5
3989,上海,12900,34.4,34.6,34.6,0,444810,2014/12/17,34.6,34.48
3990,广东,11,30.49,28.2,28.2,0,335.38,2014/12/17,31,30.49
3991,天津,220,25.45,25.45,25.45,0,5598,2014/12/17,25.45,25.45
3992,SZ2014,17633,40,40,40,0,655177,2014/12/17,40,40
3993,SZ2013,0,36,36,36,0,0,2014/12/17,36,36
3994,湖北,50080,24.32,24.3,24.3,0,1217300,2014/12/17,24.32,24.3
3995,重庆,0,30.74,30.74,30.74,0,0,2014/12/17,30.74,30.74
3996,北京,1800,52.89,52.89,52.89,0,95200,2014/12/16,52.89,52.89
3997,上海,21350,34.3,34.3,34.3,0,731705,2014/12/16,34.3,34.27
3998,上海,21350,34.3,34.3,34.3,0,731705,2014/12/16,34.3,34.27
3999,广东,36,28.2,28.5,28.5,0,1015.2,2014/12/16,31.2,28.2
4000,天津,120,25.43,25.43,25.43,0,3051,2014/12/16,25.43,25.43
4001,SZ2014,12191,34,34,34,0,383057,2014/12/16,34,34
4002,SZ2013,1,36,36,36,0,36,2014/12/16,36,36
4003,湖北,66807,24.35,23.45,23.45,0,1613510,2014/12/16,24.35,23.45
4004,重庆,0,30.74,30.74,30.74,0,0,2014/12/16,30.74,30.74
4005,北京,300,52.5,52.5,52.5,0,15750,2014/12/15,52.5,52.5
4006,上海,15755,34.3,34.3,34.3,0,539996,2014/12/15,34.3,34.3
4007,广东,1,28.5,31.6,31.6,0,28.5,2014/12/15,28.5,28.5
4008,天津,580,25.25,25.25,25.25,0,14643,2014/12/15,25.25,25.25
4009,SZ2013,110,40,40,39.98,0,4399.8,2014/12/15,40,39.98
4010,SZ2014,912,39.99,39.99,39.99,0,35023.6,2014/12/15,39.99,39.99
4011,湖北,34512,24.35,24.22,24.22,0,838140,2014/12/15,24.35,24.22
4012,重庆,0,30.74,30.74,30.74,0,0,2014/12/15,30.74,30.74
4013,北京,0,52.29,52.29,52.29,0,0,2014/12/14,52.29,52.29
4014,上海,0,34.3,34.2,34.2,0,0,2014/12/14,34.5,34.22
4015,广东,0,31.6,29.8,29.8,0,0,2014/12/14,31.6,31.6
4016,天津,0,25.22,25.22,25.22,0,0,2014/12/14,25.22,25.22
4017,SZ2014,0,39.6,39.6,39.6,0,0,2014/12/14,39.6,39.6
4018,SZ2013,0,40,40,38.07,0,0,2014/12/14,40,38.07
4019,湖北,0,24.44,24.3,24.3,0,0,2014/12/14,24.44,24.3
4020,重庆,0,30.74,30.74,30.74,0,0,2014/12/14,30.74,30.74
4021,北京,0,52.29,52.29,52.29,0,0,2014/12/13,52.29,52.29
4022,上海,0,34.3,34.2,34.2,0,0,2014/12/13,34.5,34.22
4023,广东,0,31.6,29.8,29.8,0,0,2014/12/13,31.6,31.6
4024,天津,0,25.22,25.22,25.22,0,0,2014/12/13,25.22,25.22
4025,SZ2014,0,39.6,39.6,39.6,0,0,2014/12/13,39.6,39.6
4026,SZ2013,0,40,40,38.07,0,0,2014/12/13,40,38.07
4027,湖北,0,24.44,24.3,24.3,0,0,2014/12/13,24.44,24.3
4028,重庆,0,30.74,30.74,30.74,0,0,2014/12/13,30.74,30.74
4029,北京,2100,52.29,52.29,52.29,0,109800,2014/12/12,52.29,52.29
4030,上海,12800,34.3,34.2,34.2,0,438010,2014/12/12,34.5,34.22
4031,广东,0,31.6,29.8,29.8,0,0,2014/12/12,31.6,31.6
4032,天津,100,25.22,25.22,25.22,0,2522,2014/12/12,25.22,25.22
4033,SZ2014,9328,39.6,39.6,39.6,0,369478,2014/12/12,39.6,39.6
4034,SZ2013,430,40,40,38.07,0,16563.7,2014/12/12,40,38.07
4035,湖北,41909,24.44,24.3,24.3,0,1018900,2014/12/12,24.44,24.3
4036,重庆,0,30.74,30.74,30.74,0,0,2014/12/12,30.74,30.74
4037,北京,1300,52.12,52.12,52.12,0,67750,2014/12/11,52.12,52.12
4038,上海,24503,34.6,34.1,34.1,0,844970,2014/12/11,34.8,34.48
4039,广东,22,31.6,29.8,29.8,0,695.2,2014/12/11,31.6,31.6
4040,天津,60,25.1,25.1,25.1,0,1506,2014/12/11,25.1,25.1
4041,SZ2013,105,42.3,42.3,42.3,0,4441.5,2014/12/11,42.3,42.3
4042,SZ2014,8466,40,40,40,0,329336,2014/12/11,40,40
4043,湖北,34553,24.35,24.15,24.15,0,839338,2014/12/11,24.35,24.15
4044,重庆,0,30.74,30.74,30.74,0,0,2014/12/11,30.74,30.74
4045,北京,800,52.8,52.8,52.8,0,42240,2014/12/10,52.8,52.8
