,date,FDL
2888,2015/11/27,43366.16
2889,2015/11/28,39515.86
2890,2015/11/29,36629.64
2891,2015/11/30,39560.9
2892,2015/12/01,38805.03
2893,2015/12/02,39145.88
2894,2015/12/03,40138.09
2895,2015/12/04,41281.6
2896,2015/12/05,39602.55
2897,2015/12/06,37972.44
2898,2015/12/07,40610.43
2899,2015/12/08,41856.32
2900,2015/12/09,41252.5
2901,2015/12/10,41233.06
2902,2015/12/11,41569.26
2903,2015/12/12,39063.62
2904,2015/12/13,37916.84
2905,2015/12/14,42125.34
2906,2015/12/15,43504.33
2907,2015/12/16,45024.68
2908,2015/12/17,46546.51
2909,2015/12/18,46379.15
2910,2015/12/19,41654.52
2911,2015/12/20,39173.51
2912,2015/12/21,42595.48
2913,2015/12/22,42360.3
2914,2015/12/23,42818.33
2915,2015/12/24,43054.01
2916,2015/12/25,42516.51
2917,2015/12/26,40389.27
2918,2015/12/27,38665.68
2919,2015/12/28,43419.85
2920,2015/12/29,43657.29
2921,2015/12/30,43150.8
2922,2015/12/31,42373.19
2923,2016/01/01,34891.9
2924,2016/01/02,35224.73
2925,2016/01/03,37283.66
2926,2016/01/04,40449.48
2927,2016/01/05,41718.84
2928,2016/01/06,42856.62
2929,2016/01/07,43556.75
2930,2016/01/08,43988.47
2931,2016/01/09,41191.71
2932,2016/01/10,39464.11
2933,2016/01/11,44062.72
2934,2016/01/12,45166.53
2935,2016/01/13,47294.07
2936,2016/01/14,47320.9
2937,2016/01/15,47409.92
2938,2016/01/16,42416.17
2939,2016/01/17,40883.82
2940,2016/01/18,47424.57
2941,2016/01/19,49247.23
2942,2016/01/20,49810.84
2943,2016/01/21,50580.9
2944,2016/01/22,49798.82
2945,2016/01/23,48722.77
2946,2016/01/24,48715.5
2947,2016/01/25,52489.4
2948,2016/01/26,51521.69
2949,2016/01/27,49778.34
2950,2016/01/28,47230.99
2951,2016/01/29,45577.37
2952,2016/01/30,42122.26
2953,2016/01/31,40005.22
2954,2016/02/01,42445.19
2955,2016/02/02,44030.48
2956,2016/02/03,41553.69
2957,2016/02/04,39717.82
2958,2016/02/05,34500.67
2959,2016/02/06,30561.98
2960,2016/02/07,26598.07
2961,2016/02/08,25210.95
2962,2016/02/09,24794.33
2963,2016/02/10,25321.26
2964,2016/02/11,25600.83
2965,2016/02/12,26491.91
2966,2016/02/13,27566.41
2967,2016/02/14,33251.23
2968,2016/02/15,36285.16
2969,2016/02/16,38327.18
2970,2016/02/17,38946.6
2971,2016/02/18,38056.25
2972,2016/02/19,39090.57
2973,2016/02/20,36691.77
2974,2016/02/21,35767.38
2975,2016/02/22,40071.07
2976,2016/02/23,41550.79
2977,2016/02/24,42719.47
2978,2016/02/25,41922.74
2979,2016/02/26,40571.63
2980,2016/02/27,37288.54
2981,2016/02/28,34501.48
2982,2016/02/29,39380.39
2983,2016/03/01,41121.91
2984,2016/03/02,39575.17
2985,2016/03/03,38971.32
2986,2016/03/04,38104.18
2987,2016/03/05,34274.89
2988,2016/03/06,33166.53
2989,2016/03/07,36524.32
2990,2016/03/08,38716.67
2991,2016/03/09,41554.69
2992,2016/03/10,43980.67
2993,2016/03/11,44232.14
2994,2016/03/12,38919.42
2995,2016/03/13,36546.05
2996,2016/03/14,38692.05
2997,2016/03/15,40937.26
2998,2016/03/16,38486.77
2999,2016/03/17,38346.28
3000,2016/03/18,37112.48
3001,2016/03/19,35274.16
3002,2016/03/20,33671.44
3003,2016/03/21,37202.31
3004,2016/03/22,38129.39
3005,2016/03/23,38773.78
3006,2016/03/24,39607.38
3007,2016/03/25,39303.01
3008,2016/03/26,36013.44
3009,2016/03/27,33687.47
3010,2016/03/28,36437.06
3011,2016/03/29,36298.14
3012,2016/03/30,36545.3
3013,2016/03/31,36659.88
3014,2016/04/01,36173.83
3015,2016/04/02,32938.26
3016,2016/04/03,31164.94
3017,2016/04/04,28824.55
3018,2016/04/05,34811.84
3019,2016/04/06,36859.01
3020,2016/04/07,36706.51
3021,2016/04/08,36138.62
3022,2016/04/09,34309.47
3023,2016/04/10,32505.76
3024,2016/04/11,35308.39
3025,2016/04/12,35929.04
3026,2016/04/13,35586.58
3027,2016/04/14,35834.66
3028,2016/04/15,35705.71
3029,2016/04/16,33590.73
3030,2016/04/17,31119.23
3031,2016/04/18,34253.32
3032,2016/04/19,34990.88
3033,2016/04/20,35623.56
3034,2016/04/21,35501.27
3035,2016/04/22,35910.03
3036,2016/04/23,33724.64
3037,2016/04/24,32131.6
3038,2016/04/25,35288.5
3039,2016/04/26,36267.9
3040,2016/04/27,36170.25
3041,2016/04/28,35882.43
3042,2016/04/29,35320.32
3043,2016/04/30,31264.84
3044,2016/05/01,27842.24
3045,2016/05/02,29430.97
3046,2016/05/03,33658.3
3047,2016/05/04,35995.01
3048,2016/05/05,36584.37
3049,2016/05/06,37010.3
3050,2016/05/07,34348.86
3051,2016/05/08,32006.27
3052,2016/05/09,35796.77
3053,2016/05/10,36201.83
3054,2016/05/11,36663.92
3055,2016/05/12,36470.72
3056,2016/05/13,36636.81
3057,2016/05/14,34109.89
3058,2016/05/15,32381.19
3059,2016/05/16,34995.82
3060,2016/05/17,36170.18
3061,2016/05/18,35983.56
3062,2016/05/19,36586.16
3063,2016/05/20,36490.45
3064,2016/05/21,34371.06
3065,2016/05/22,32573.78
3066,2016/05/23,36129
3067,2016/05/24,36831.81
3068,2016/05/25,37299.41
3069,2016/05/26,37612.2
3070,2016/05/27,37480.93
3071,2016/05/28,34364.15
3072,2016/05/29,32866.25
3073,2016/05/30,36279.32
3074,2016/05/31,37822.46
3075,2016/06/01,37235.75
3076,2016/06/02,37381.15
3077,2016/06/03,36208.74
3078,2016/06/04,34188.99
3079,2016/06/05,32735.3
3080,2016/06/06,36804.93
3081,2016/06/07,38007.89
3082,2016/06/08,37907.96
3083,2016/06/09,30809.63
3084,2016/06/10,31811.12
3085,2016/06/11,34667.98
3086,2016/06/12,36707.87
3087,2016/06/13,38659.33
3088,2016/06/14,40497.43
3089,2016/06/15,42283.07
3090,2016/06/16,40766.71
3091,2016/06/17,41598.61
3092,2016/06/18,39371.82
3093,2016/06/19,38113.71
3094,2016/06/20,43918.83
3095,2016/06/21,46355.71
3096,2016/06/22,46204.06
3097,2016/06/23,48533.4
3098,2016/06/24,49165.31
3099,2016/06/25,41806.48
3100,2016/06/26,37858.13
3101,2016/06/27,40106.74
3102,2016/06/28,39363.43
3103,2016/06/29,40272.75
3104,2016/06/30,43196.8
3105,2016/07/01,45157.28
3106,2016/07/02,40909.79
3107,2016/07/03,39967.15
3108,2016/07/04,46803
3109,2016/07/05,48963.75
3110,2016/07/06,50871.77
3111,2016/07/07,51026.26
3112,2016/07/08,52063.41
3113,2016/07/09,42795.89
3114,2016/07/10,39780.1
3115,2016/07/11,45468.24
3116,2016/07/12,49747.53
3117,2016/07/13,51196.65
3118,2016/07/14,51945.29
3119,2016/07/15,53467.49
3120,2016/07/16,46191.02
3121,2016/07/17,43634.64
3122,2016/07/18,51139.91
3123,2016/07/19,52811.87
3124,2016/07/20,55787.01
3125,2016/07/21,58489.97
3126,2016/07/22,60162.74
3127,2016/07/23,57628.12
3128,2016/07/24,55443.57
