date,max_load,temperature,weekday,holiday
2011/01/01,16544,4.0,6,-1
2011/01/02,17685,4.0,7,1
2011/01/03,19185,4.5,1,1
2011/01/04,20386,3.5,2,0
2011/01/05,21077,2.5,3,0
2011/01/06,21172,3.0,4,0
2011/01/07,21068,4.5,5,0
2011/01/08,18982,5.5,6,1
2011/01/09,19348,3.5,7,1
2011/01/10,20971,2.5,1,0
2011/01/11,21435,4.0,2,0
2011/01/12,21061,5.0,3,0
2011/01/13,20534,3.0,4,0
2011/01/14,20497,1.5,5,0
2011/01/15,20303,1.0,6,1
2011/01/16,20067,2.0,7,1
2011/01/17,21325,2.0,1,0
2011/01/18,21858,2.0,2,0
2011/01/19,21786,2.0,3,0
2011/01/20,21922,2.0,4,0
2011/01/21,20934,2.0,5,0
2011/01/22,19115,2.0,6,1
2011/01/23,18610,2.0,7,1
2011/01/24,20128,2.0,1,0
2011/01/25,19514,2.0,2,0
2011/01/26,19509,4.5,3,0
2011/01/27,18597,4.5,4,0
2011/01/28,18832,4.5,5,0
2011/01/29,17189,1.0,6,1
2011/01/30,17139,0.5,7,0
2011/01/31,15964,2.5,1,0
2011/02/01,14640,5.0,2,0
2011/02/02,12790,6.5,3,-1
2011/02/03,12152,8.0,4,-1
2011/02/04,11797,9.0,5,-1
2011/02/05,11900,10.0,6,1
2011/02/06,12049,10.5,7,1
2011/02/07,12408,12.5,1,1
2011/02/08,12590,12.5,2,1
2011/02/09,14822,6.5,3,0
2011/02/10,17306,3.0,4,0
2011/02/11,17546,2.5,5,0
2011/02/12,17848,2.5,6,0
2011/02/13,17487,2.0,7,1
2011/02/14,19231,1.5,1,0
2011/02/15,19428,4.5,2,0
2011/02/16,19714,7.0,3,0
2011/02/17,19852,4.0,4,0
2011/02/18,19706,4.0,5,0
2011/02/19,17849,5.5,6,1
2011/02/20,16814,6.5,7,1
2011/02/21,18746,8.5,1,0
2011/02/22,18087,10.0,2,0
2011/02/23,17225,12.0,3,0
2011/02/24,16888,13.5,4,0
2011/02/25,17780,11.0,5,0
2011/02/26,16256,13.0,6,1
2011/02/27,15252,13.5,7,1
2011/02/28,18655,5.5,1,0
2011/03/01,19727,3.0,2,0
2011/03/02,19129,4.5,3,0
2011/03/03,18637,5.0,4,0
2011/03/04,18556,6.5,5,0
2011/03/05,16852,10.0,6,1
2011/03/06,16609,7.0,7,1
2011/03/07,18442,6.0,1,0
2011/03/08,17812,10.0,2,0
2011/03/09,17873,8.5,3,0
2011/03/10,17420,9.5,4,0
2011/03/11,17235,13.0,5,0
2011/03/12,16029,13.5,6,1
2011/03/13,15165,13.0,7,1
2011/03/14,17657,9.0,1,0
2011/03/15,18450,5.5,2,0
2011/03/16,17927,8.0,3,0
2011/03/17,16882,11.0,4,0
2011/03/18,17486,12.0,5,0
2011/03/19,16009,14.0,6,1
2011/03/20,15469,11.5,7,1
2011/03/21,18532,6.5,1,0
2011/03/22,18891,6.0,2,0
2011/03/23,17850,9.5,3,0
2011/03/24,17159,10.5,4,0
2011/03/25,17392,9.0,5,0
2011/03/26,15913,11.0,6,1
2011/03/27,15103,12.5,7,1
2011/03/28,16688,14.0,1,0
2011/03/29,16766,10.0,2,0
2011/03/30,16793,11.5,3,0
2011/03/31,16484,14.0,4,0
2011/04/01,16218,15.5,5,0
2011/04/02,16321,11.5,6,0
2011/04/03,15298,7.5,7,1
2011/04/04,14435,10.5,1,1
2011/04/05,13811,12.5,2,-1
2011/04/06,16363,15.0,3,0
2011/04/07,16990,13.0,4,0
2011/04/08,16344,14.0,5,0
2011/04/09,15323,16.5,6,1
2011/04/10,14454,17.5,7,1
2011/04/11,16396,13.0,1,0
2011/04/12,16132,16.5,2,0
2011/04/13,16241,17.5,3,0
2011/04/14,16194,22.0,4,0
2011/04/15,16457,20.0,5,0
2011/04/16,15307,14.5,6,1
2011/04/17,14262,17.0,7,1
2011/04/18,15979,15.0,1,0
2011/04/19,16039,15.0,2,0
2011/04/20,16028,18.0,3,0
2011/04/21,16288,16.5,4,0
2011/04/22,16536,13.5,5,0
2011/04/23,15077,17.0,6,1
2011/04/24,14556,18.5,7,1
2011/04/25,16124,22.0,1,0
2011/04/26,16256,24.5,2,0
2011/04/27,16399,17.0,3,0
2011/04/28,15800,18.0,4,0
2011/04/29,16076,23.0,5,0
2011/04/30,14421,23.0,6,1
2011/05/01,12289,20.5,7,-1
2011/05/02,13225,18.0,1,1
2011/05/03,16115,15.5,2,0
2011/05/04,15705,17.5,3,0
2011/05/05,15843,21.0,4,0
2011/05/06,16360,23.5,5,0
2011/05/07,15858,26.0,6,1
2011/05/08,15380,27.5,7,1
2011/05/09,18070,28.5,1,0
2011/05/10,19334,26.5,2,0
2011/05/11,17288,20.0,3,0
2011/05/12,16934,20.5,4,0
2011/05/13,16928,23.0,5,0
2011/05/14,15472,23.5,6,1
2011/05/15,14618,24.0,7,1
2011/05/16,17070,23.5,1,0
2011/05/17,17561,25.5,2,0
2011/05/18,17457,26.5,3,0
2011/05/19,18060,27.5,4,0
2011/05/20,19311,28.0,5,0
2011/05/21,16118,22.0,6,1
2011/05/22,14295,18.0,7,1
2011/05/23,15940,17.0,1,0
2011/05/24,15883,20.0,2,0
2011/05/25,16127,21.0,3,0
2011/05/26,16214,21.5,4,0
2011/05/27,16107,22.0,5,0
2011/05/28,15042,19.5,6,1
2011/05/29,14139,22.5,7,1
2011/05/30,16333,25.5,1,0
2011/05/31,16961,26.0,2,0
2011/06/01,16690,24.5,3,0
2011/06/02,17685,26.5,4,0
2011/06/03,17472,26.0,5,0
2011/06/04,15405,22.0,6,1
2011/06/05,13901,22.0,7,1
2011/06/06,12942,20.0,1,-1
2011/06/07,16019,23.0,2,0
2011/06/08,17448,27.0,3,0
2011/06/09,19371,29.5,4,0
2011/06/10,18528,24.5,5,0
2011/06/11,16179,22.5,6,1
2011/06/12,14700,24.0,7,1
2011/06/13,17954,24.5,1,0
2011/06/14,16953,22.0,2,0
2011/06/15,16547,20.0,3,0
2011/06/16,16647,22.5,4,0
2011/06/17,16798,22.5,5,0
2011/06/18,15764,23.0,6,1
2011/06/19,14181,21.5,7,1
2011/06/20,16683,25.0,1,0
2011/06/21,17516,24.5,2,0
2011/06/22,19934,28.5,3,0
2011/06/23,20696,28.5,4,0
2011/06/24,21379,29.5,5,0
2011/06/25,18081,26.5,6,1
2011/06/26,15721,26.0,7,1
2011/06/27,19646,28.0,1,0
2011/06/28,21091,29.0,2,0
2011/06/29,21082,29.0,3,0
2011/06/30,20288,29.0,4,0
2011/07/01,21266,29.5,5,0
2011/07/02,20781,32.0,6,1
2011/07/03,21557,33.0,7,1
2011/07/04,24129,31.5,1,0
2011/07/05,22710,29.0,2,0
2011/07/06,24193,32.5,3,0
2011/07/07,24908,32.0,4,0
2011/07/08,23183,29.5,5,0
2011/07/09,20294,28.5,6,1
2011/07/10,18686,29.0,7,1
2011/07/11,21595,29.0,1,0
2011/07/12,21453,28.5,2,0
2011/07/13,21667,29.5,3,0
2011/07/14,22318,29.5,4,0
2011/07/15,22151,29.5,5,0
2011/07/16,20667,30.5,6,1
2011/07/17,18682,30.0,7,1
2011/07/18,22656,29.5,1,0
2011/07/19,22774,29.5,2,0
2011/07/20,22560,30.5,3,0
2011/07/21,23120,31.0,4,0
2011/07/22,24091,31.0,5,0
2011/07/23,22988,32.0,6,1
2011/07/24,22128,31.5,7,1
2011/07/25,25082,32.0,1,0
2011/07/26,25489,32.5,2,0
2011/07/27,24914,32.5,3,0
2011/07/28,24461,32.0,4,0
2011/07/29,25079,32.5,5,0
2011/07/30,23711,32.5,6,1
2011/07/31,21869,32.0,7,1
2011/08/01,23719,30.5,1,0
2011/08/02,24172,31.0,2,0
2011/08/03,24441,31.0,3,0
2011/08/04,22877,29.5,4,0
2011/08/05,22792,28.5,5,0
2011/08/06,20131,28.5,6,1
2011/08/07,17775,27.0,7,1
2011/08/08,22699,30.5,1,0
2011/08/09,23696,30.5,2,0
2011/08/10,24487,32.0,3,0
2011/08/11,24608,30.0,4,0
2011/08/12,23094,29.0,5,0
2011/08/13,20562,31.0,6,1
2011/08/14,19930,29.5,7,1
2011/08/15,24052,30.5,1,0
2011/08/16,23845,31.5,2,0
2011/08/17,23640,27.5,3,0
2011/08/18,22980,30.0,4,0
2011/08/19,22470,30.5,5,0
2011/08/20,21740,31.5,6,1
2011/08/21,19488,28.5,7,1
2011/08/22,20710,26.5,1,0
2011/08/23,20515,26.0,2,0
2011/08/24,19544,24.0,3,0
2011/08/25,18451,24.5,4,0
2011/08/26,18978,26.0,5,0
2011/08/27,17922,27.5,6,1
2011/08/28,17418,28.5,7,1
2011/08/29,20333,28.0,1,0
2011/08/30,21509,28.0,2,0
2011/08/31,22185,28.5,3,0
2011/09/01,21419,28.0,4,0
2011/09/02,21206,27.5,5,0
2011/09/03,18843,27.0,6,1
2011/09/04,17440,26.0,7,1
2011/09/05,19927,26.0,1,0
2011/09/06,19325,25.5,2,0
2011/09/07,18786,27.0,3,0
2011/09/08,19245,29.0,4,0
2011/09/09,18789,25.5,5,0
2011/09/10,17425,24.0,6,1
2011/09/11,15760,26.0,7,1
2011/09/12,14801,27.5,1,-1
2011/09/13,20044,28.0,2,0
2011/09/14,20893,29.0,3,0
2011/09/15,21961,29.0,4,0
2011/09/16,22021,28.5,5,0
2011/09/17,18270,26.0,6,1
2011/09/18,16915,23.5,7,1
2011/09/19,17509,22.0,1,0
2011/09/20,17000,19.0,2,0
2011/09/21,16673,19.5,3,0
2011/09/22,16336,20.0,4,0
2011/09/23,16556,22.0,5,0
2011/09/24,15561,23.5,6,1
2011/09/25,14537,24.5,7,1
2011/09/26,17409,25.0,1,0
2011/09/27,17594,25.5,2,0
2011/09/28,18216,26.0,3,0
2011/09/29,19355,24.0,4,0
2011/09/30,16163,20.0,5,0
2011/10/01,12634,20.0,6,-1
2011/10/02,12217,19.0,7,-1
2011/10/03,12006,19.0,1,-1
2011/10/04,12606,20.5,2,1
2011/10/05,13801,20.5,3,1
2011/10/06,14519,20.5,4,1
2011/10/07,15008,21.0,5,1
2011/10/08,15935,22.0,6,0
2011/10/09,15750,23.5,7,0
2011/10/10,16926,23.0,1,0
2011/10/11,16896,22.0,2,0
2011/10/12,16598,22.5,3,0
2011/10/13,16826,20.5,4,0
2011/10/14,16466,19.0,5,0
2011/10/15,15362,19.0,6,1
2011/10/16,14382,19.5,7,1
2011/10/17,16187,20.5,1,0
2011/10/18,16097,19.0,2,0
2011/10/19,16064,20.0,3,0
2011/10/20,16286,20.5,4,0
2011/10/21,16346,19.5,5,0
2011/10/22,14918,20.0,6,1
2011/10/23,14233,20.5,7,1
2011/10/24,16235,17.5,1,0
2011/10/25,15841,16.5,2,0
2011/10/26,15822,17.5,3,0
2011/10/27,15898,19.0,4,0
2011/10/28,15829,19.0,5,0
2011/10/29,14558,17.5,6,1
2011/10/30,13976,18.5,7,1
2011/10/31,15624,19.5,1,0
2011/11/01,16002,21.5,2,0
2011/11/02,16389,20.5,3,0
2011/11/03,16450,22.0,4,0
2011/11/04,16683,22.5,5,0
2011/11/05,15564,21.5,6,1
2011/11/06,14800,18.0,7,1
2011/11/07,16190,18.0,1,0
2011/11/08,16133,17.0,2,0
2011/11/09,16162,16.0,3,0
2011/11/10,16158,13.0,4,0
2011/11/11,16152,14.0,5,0
2011/11/12,14921,15.5,6,1
2011/11/13,14273,17.0,7,1
2011/11/14,16174,16.0,1,0
2011/11/15,15893,17.5,2,0
2011/11/16,16201,19.5,3,0
2011/11/17,16559,21.5,4,0
2011/11/18,16658,21.5,5,0
2011/11/19,14798,13.5,6,1
2011/11/20,14310,12.0,7,1
2011/11/21,16102,13.5,1,0
2011/11/22,16123,14.0,2,0
2011/11/23,16303,11.5,3,0
2011/11/24,16601,12.0,4,0
2011/11/25,16391,15.5,5,0
2011/11/26,14997,18.0,6,1
2011/11/27,14450,18.0,7,1
2011/11/28,16182,19.0,1,0
2011/11/29,16220,18.0,2,0
2011/11/30,16490,13.5,3,0
2011/12/01,16976,8.0,4,0
2011/12/02,17750,6.5,5,0
2011/12/03,16000,7.5,6,1
2011/12/04,14982,11.0,7,1
2011/12/05,16945,14.0,1,0
2011/12/06,16969,14.5,2,0
2011/12/07,17192,12.0,3,0
2011/12/08,18444,6.5,4,0
2011/12/09,18690,3.5,5,0
2011/12/10,17996,2.0,6,1
2011/12/11,17507,5.0,7,1
2011/12/12,19294,8.0,1,0
2011/12/13,19158,8.5,2,0
2011/12/14,18748,9.0,3,0
2011/12/15,19183,5.5,4,0
2011/12/16,19748,3.0,5,0
2011/12/17,18533,4.5,6,1
2011/12/18,17793,6.0,7,1
2011/12/19,19444,8.5,1,0
2011/12/20,19510,8.5,2,0
2011/12/21,19358,8.5,3,0
2011/12/22,19491,4.0,4,0
2011/12/23,19717,3.5,5,0
2011/12/24,18450,4.0,6,1
2011/12/25,17778,5.0,7,1
2011/12/26,19601,6.5,1,0
2011/12/27,19438,9.5,2,0
2011/12/28,18839,10.0,3,0
2011/12/29,18506,9.0,4,0
2011/12/30,18574,7.5,5,0
2011/12/31,17657,6.5,6,1
2012/01/01,15488,6.5,7,-1
2012/01/02,16920,5.5,1,1
2012/01/03,19275,3.0,2,1
2012/01/04,20582,1.5,3,0
2012/01/05,20996,3.0,4,0
2012/01/06,20905,5.5,5,0
2012/01/07,18739,6.5,6,1
2012/01/08,18027,6.5,7,1
2012/01/09,19707,7.0,1,0
2012/01/10,19448,7.0,2,0
2012/01/11,19425,5.0,3,0
2012/01/12,19327,6.0,4,0
2012/01/13,18987,7.0,5,0
2012/01/14,17588,5.0,6,1
2012/01/15,16807,5.0,7,1
2012/01/16,18028,6.5,1,0
2012/01/17,16955,7.5,2,0
2012/01/18,16881,8.5,3,0
2012/01/19,15933,7.5,4,0
2012/01/20,14960,7.0,5,0
2012/01/21,13724,3.5,6,0
2012/01/22,13450,1.5,7,-1
2012/01/23,13537,1.0,1,-1
2012/01/24,13393,1.0,2,-1
2012/01/25,13731,1.5,3,1
2012/01/26,13365,3.0,4,1
2012/01/27,13956,7.0,5,1
2012/01/28,13834,6.0,6,1
2012/01/29,15835,6.0,7,0
2012/01/30,16309,5.0,1,0
2012/01/31,16514,6.0,2,0
2012/02/01,17513,4.0,3,0
2012/02/02,19049,1.0,4,0
2012/02/03,19277,2.0,5,0
2012/02/04,17939,5.0,6,1
2012/02/05,17173,8.5,7,1
2012/02/06,18980,5.0,1,0
2012/02/07,20304,0.5,2,0
2012/02/08,21177,1.0,3,0
2012/02/09,20680,2.5,4,0
2012/02/10,21354,3.0,5,0
2012/02/11,18945,5.0,6,1
2012/02/12,17961,7.0,7,1
2012/02/13,20280,8.5,1,0
2012/02/14,20399,6.0,2,0
2012/02/15,20539,5.0,3,0
2012/02/16,20545,4.0,4,0
2012/02/17,20084,6.0,5,0
2012/02/18,18323,3.0,6,1
2012/02/19,17861,5.0,7,1
2012/02/20,20297,6.0,1,0
2012/02/21,20087,9.5,2,0
2012/02/22,19245,10.0,3,0
2012/02/23,19728,7.5,4,0
2012/02/24,20238,5.5,5,0
2012/02/25,18567,4.0,6,1
2012/02/26,18453,3.5,7,1
2012/02/27,21023,5.5,1,0
2012/02/28,21241,5.0,2,0
2012/02/29,20061,8.5,3,0
2012/03/01,19938,8.0,4,0
2012/03/02,20284,7.0,5,0
2012/03/03,18711,7.0,6,1
2012/03/04,18183,8.0,7,1
2012/03/05,20358,6.5,1,0
2012/03/06,20019,8.5,2,0
2012/03/07,20429,6.0,3,0
2012/03/08,20306,6.0,4,0
2012/03/09,20032,6.0,5,0
2012/03/10,17887,7.0,6,1
2012/03/11,17079,6.5,7,1
2012/03/12,19863,6.0,1,0
2012/03/13,19335,8.0,2,0
2012/03/14,18488,11.0,3,0
2012/03/15,18629,11.5,4,0
2012/03/16,17703,14.0,5,0
2012/03/17,16801,12.5,6,1
2012/03/18,16613,9.5,7,1
2012/03/19,18889,7.0,1,0
2012/03/20,19487,7.0,2,0
2012/03/21,18170,11.0,3,0
2012/03/22,17520,13.0,4,0
2012/03/23,19087,8.0,5,0
2012/03/24,15966,10.5,6,1
2012/03/25,14989,12.5,7,1
2012/03/26,17224,13.5,1,0
2012/03/27,16686,17.0,2,0
2012/03/28,16302,18.0,3,0
2012/03/29,16161,19.0,4,0
2012/03/30,16449,13.0,5,0
2012/03/31,15926,13.0,6,0
2012/04/01,15375,15.0,7,0
2012/04/02,14931,15.0,1,1
2012/04/03,14654,15.0,2,1
2012/04/04,14217,15.0,3,-1
2012/04/05,15709,15.0,4,0
2012/04/06,15874,15.0,5,0
2012/04/07,14965,15.0,6,1
2012/04/08,14115,15.0,7,1
2012/04/09,16161,15.0,1,0
2012/04/10,16310,15.0,2,0
2012/04/11,16405,15.0,3,0
2012/04/12,16153,15.0,4,0
2012/04/13,16679,16.0,5,0
2012/04/14,15122,17.5,6,1
2012/04/15,14451,18.0,7,1
2012/04/16,16159,16.5,1,0
2012/04/17,16109,16.0,2,0
2012/04/18,16266,17.0,3,0
2012/04/19,16304,17.5,4,0
2012/04/20,16405,18.0,5,0
2012/04/21,15331,20.5,6,1
2012/04/22,14311,21.5,7,1
2012/04/23,16325,21.5,1,0
2012/04/24,16760,19.5,2,0
2012/04/25,16599,18.5,3,0
2012/04/26,16185,21.0,4,0
2012/04/27,16310,22.0,5,0
2012/04/28,16132,20.5,6,0
2012/04/29,14438,22.0,7,1
2012/04/30,13634,19.0,1,1
2012/05/01,12724,19.5,2,-1
2012/05/02,15597,21.5,3,0
2012/05/03,16243,22.0,4,0
2012/05/04,16477,24.5,5,0
2012/05/05,15510,26.0,6,1
2012/05/06,14800,27.0,7,1
2012/05/07,17825,24.0,1,0
2012/05/08,16853,22.0,2,0
2012/05/09,16665,22.0,3,0
2012/05/10,16626,22.5,4,0
2012/05/11,16542,22.5,5,0
2012/05/12,15238,20.0,6,1
2012/05/13,14358,22.0,7,1
2012/05/14,16545,23.5,1,0
2012/05/15,16360,24.5,2,0
2012/05/16,17061,25.5,3,0
2012/05/17,17385,23.5,4,0
2012/05/18,17394,21.5,5,0
2012/05/19,15303,18.5,6,1
2012/05/20,14388,20.5,7,1
2012/05/21,16437,22.0,1,0
2012/05/22,16426,21.5,2,0
2012/05/23,16568,21.0,3,0
2012/05/24,16696,20.5,4,0
2012/05/25,16426,21.5,5,0
2012/05/26,15201,23.0,6,1
2012/05/27,14218,24.0,7,1
2012/05/28,16659,24.0,1,0
2012/05/29,16928,21.0,2,0
2012/05/30,16142,21.5,3,0
2012/05/31,16203,22.0,4,0
2012/06/01,16209,23.0,5,0
2012/06/02,15117,23.0,6,1
2012/06/03,13973,22.5,7,1
2012/06/04,16696,23.5,1,0
2012/06/05,17126,24.0,2,0
2012/06/06,16998,25.5,3,0
2012/06/07,17682,28.5,4,0
2012/06/08,19137,28.5,5,0
2012/06/09,16781,28.0,6,1
2012/06/10,15382,26.0,7,1
2012/06/11,19363,27.0,1,0
2012/06/12,19348,28.0,2,0
2012/06/13,19365,26.5,3,0
2012/06/14,19136,25.5,4,0
2012/06/15,18907,25.5,5,0
2012/06/16,17414,24.5,6,1
2012/06/17,16437,22.5,7,1
2012/06/18,17648,24.0,1,0
2012/06/19,17578,24.5,2,0
2012/06/20,17634,24.5,3,0
2012/06/21,17900,25.0,4,0
2012/06/22,16145,23.0,5,1
2012/06/23,14561,23.5,6,-1
2012/06/24,13850,26.0,7,1
2012/06/25,19027,24.0,1,0
2012/06/26,18521,24.0,2,0
2012/06/27,18526,25.5,3,0
2012/06/28,18475,28.5,4,0
2012/06/29,19812,29.5,5,0
2012/06/30,18638,29.0,6,1
2012/07/01,18146,31.0,7,1
2012/07/02,24095,32.0,1,0
2012/07/03,24044,32.5,2,0
2012/07/04,24457,33.0,3,0
2012/07/05,25049,33.0,4,0
2012/07/06,25739,30.5,5,0
2012/07/07,22706,28.5,6,1
2012/07/08,20836,30.5,7,1
2012/07/09,24399,32.5,1,0
2012/07/10,25284,31.0,2,0
2012/07/11,24234,31.0,3,0
2012/07/12,24865,30.5,4,0
2012/07/13,24646,27.5,5,0
2012/07/14,20281,26.0,6,1
2012/07/15,19066,26.0,7,1
2012/07/16,20657,27.5,1,0
2012/07/17,21228,27.0,2,0
2012/07/18,20599,29.5,3,0
2012/07/19,22319,30.5,4,0
2012/07/20,23904,31.0,5,0
2012/07/21,22409,30.5,6,1
2012/07/22,21507,31.0,7,1
2012/07/23,24481,30.5,1,0
2012/07/24,24415,30.5,2,0
2012/07/25,24203,30.5,3,0
2012/07/26,24022,30.5,4,0
2012/07/27,24740,31.5,5,0
2012/07/28,22682,31.5,6,1
2012/07/29,21291,31.5,7,1
2012/07/30,24760,31.5,1,0
2012/07/31,24471,30.5,2,0
2012/08/01,23738,29.5,3,0
