date,hour,max_load,weekday,holiday
2012-04-17 01,1,11478,2,0
2012-04-17 02,2,11233,2,0
2012-04-17 03,3,10911,2,0
2012-04-17 04,4,10902,2,0
2012-04-17 05,5,11291,2,0
2012-04-17 06,6,11645,2,0
2012-04-17 07,7,12921,2,0
2012-04-17 08,8,15038,2,0
2012-04-17 09,9,16038,2,0
2012-04-17 10,10,16109,2,0
2012-04-17 11,11,15658,2,0
2012-04-17 12,12,15326,2,0
2012-04-17 13,13,15596,2,0
2012-04-17 14,14,15392,2,0
2012-04-17 15,15,15493,2,0
2012-04-17 16,16,15503,2,0
2012-04-17 17,17,15292,2,0
2012-04-17 18,18,15559,2,0
2012-04-17 19,19,15624,2,0
2012-04-17 20,20,15148,2,0
2012-04-17 21,21,14662,2,0
2012-04-17 22,22,13992,2,0
2012-04-17 23,23,13039,2,0
2012-04-18 00,0,11922,3,0
2012-04-18 01,1,11334,3,0
2012-04-18 02,2,11079,3,0
2012-04-18 03,3,10968,3,0
2012-04-18 04,4,10857,3,0
2012-04-18 05,5,11426,3,0
2012-04-18 06,6,11809,3,0
2012-04-18 07,7,13339,3,0
2012-04-18 08,8,15082,3,0
2012-04-18 09,9,16031,3,0
2012-04-18 10,10,16266,3,0
2012-04-18 11,11,15735,3,0
2012-04-18 12,12,15527,3,0
2012-04-18 13,13,15608,3,0
2012-04-18 14,14,15688,3,0
2012-04-18 15,15,15607,3,0
2012-04-18 16,16,15712,3,0
2012-04-18 17,17,15435,3,0
2012-04-18 18,18,15931,3,0
2012-04-18 19,19,15990,3,0
2012-04-18 20,20,15484,3,0
2012-04-18 21,21,14939,3,0
2012-04-18 22,22,14054,3,0
2012-04-18 23,23,12801,3,0
2012-04-19 00,0,12072,4,0
2012-04-19 01,1,11757,4,0
2012-04-19 02,2,11417,4,0
2012-04-19 03,3,11167,4,0
2012-04-19 04,4,11262,4,0
2012-04-19 05,5,11785,4,0
2012-04-19 06,6,12334,4,0
2012-04-19 07,7,13737,4,0
2012-04-19 08,8,15351,4,0
2012-04-19 09,9,16226,4,0
2012-04-19 10,10,16304,4,0
2012-04-19 11,11,15683,4,0
2012-04-19 12,12,15618,4,0
2012-04-19 13,13,15769,4,0
2012-04-19 14,14,15651,4,0
2012-04-19 15,15,15724,4,0
2012-04-19 16,16,15756,4,0
2012-04-19 17,17,15588,4,0
2012-04-19 18,18,15740,4,0
2012-04-19 19,19,15890,4,0
2012-04-19 20,20,15447,4,0
2012-04-19 21,21,14971,4,0
2012-04-19 22,22,14282,4,0
2012-04-19 23,23,13087,4,0
2012-04-20 00,0,12326,5,0
2012-04-20 01,1,11771,5,0
2012-04-20 02,2,11376,5,0
2012-04-20 03,3,11067,5,0
2012-04-20 04,4,11169,5,0
2012-04-20 05,5,11785,5,0
2012-04-20 06,6,12135,5,0
2012-04-20 07,7,13321,5,0
2012-04-20 08,8,15154,5,0
2012-04-20 09,9,16100,5,0
2012-04-20 10,10,16405,5,0
2012-04-20 11,11,15875,5,0
2012-04-20 12,12,15577,5,0
2012-04-20 13,13,15729,5,0
2012-04-20 14,14,15696,5,0
2012-04-20 15,15,15804,5,0
2012-04-20 16,16,15941,5,0
2012-04-20 17,17,15686,5,0
2012-04-20 18,18,15779,5,0
2012-04-20 19,19,15831,5,0
2012-04-20 20,20,15446,5,0
2012-04-20 21,21,15112,5,0
2012-04-20 22,22,14212,5,0
2012-04-20 23,23,12973,5,0
2012-04-21 00,0,12217,6,1
2012-04-21 01,1,11808,6,1
2012-04-21 02,2,11462,6,1
2012-04-21 03,3,11037,6,1
2012-04-21 04,4,11122,6,1
2012-04-21 05,5,11418,6,1
2012-04-21 06,6,11447,6,1
2012-04-21 07,7,12613,6,1
2012-04-21 08,8,14118,6,1
2012-04-21 09,9,15066,6,1
2012-04-21 10,10,15331,6,1
2012-04-21 11,11,14887,6,1
2012-04-21 12,12,14664,6,1
2012-04-21 13,13,14747,6,1
2012-04-21 14,14,14580,6,1
2012-04-21 15,15,14752,6,1
2012-04-21 16,16,14802,6,1
2012-04-21 17,17,14565,6,1
2012-04-21 18,18,14942,6,1
2012-04-21 19,19,14984,6,1
2012-04-21 20,20,14577,6,1
2012-04-21 21,21,14422,6,1
2012-04-21 22,22,13601,6,1
2012-04-21 23,23,12735,6,1
2012-04-22 00,0,11728,7,1
2012-04-22 01,1,11417,7,1
2012-04-22 02,2,11055,7,1
2012-04-22 03,3,10762,7,1
2012-04-22 04,4,10691,7,1
2012-04-22 05,5,11123,7,1
2012-04-22 06,6,11032,7,1
2012-04-22 07,7,11905,7,1
2012-04-22 08,8,12933,7,1
2012-04-22 09,9,13598,7,1
2012-04-22 10,10,13966,7,1
2012-04-22 11,11,13827,7,1
2012-04-22 12,12,13488,7,1
2012-04-22 13,13,13394,7,1
2012-04-22 14,14,13315,7,1
2012-04-22 15,15,13454,7,1
2012-04-22 16,16,13892,7,1
2012-04-22 17,17,13634,7,1
2012-04-22 18,18,14203,7,1
2012-04-22 19,19,14311,7,1
2012-04-22 20,20,14119,7,1
2012-04-22 21,21,13749,7,1
2012-04-22 22,22,13030,7,1
2012-04-22 23,23,12072,7,1
2012-04-23 00,0,11299,1,0
2012-04-23 01,1,10886,1,0
2012-04-23 02,2,10504,1,0
2012-04-23 03,3,10449,1,0
2012-04-23 04,4,10502,1,0
2012-04-23 05,5,10959,1,0
2012-04-23 06,6,11507,1,0
2012-04-23 07,7,12840,1,0
2012-04-23 08,8,14886,1,0
2012-04-23 09,9,15992,1,0
2012-04-23 10,10,16325,1,0
2012-04-23 11,11,16005,1,0
2012-04-23 12,12,15444,1,0
2012-04-23 13,13,15686,1,0
2012-04-23 14,14,15654,1,0
2012-04-23 15,15,15750,1,0
2012-04-23 16,16,15815,1,0
2012-04-23 17,17,15531,1,0
2012-04-23 18,18,15762,1,0
2012-04-23 19,19,15879,1,0
2012-04-23 20,20,15481,1,0
2012-04-23 21,21,15044,1,0
2012-04-23 22,22,14109,1,0
2012-04-23 23,23,13234,1,0
2012-04-24 00,0,12056,2,0
2012-04-24 01,1,11974,2,0
2012-04-24 02,2,11420,2,0
2012-04-24 03,3,11254,2,0
2012-04-24 04,4,11105,2,0
2012-04-24 05,5,11523,2,0
2012-04-24 06,6,11946,2,0
2012-04-24 07,7,13073,2,0
2012-04-24 08,8,15088,2,0
2012-04-24 09,9,16439,2,0
2012-04-24 10,10,16760,2,0
2012-04-24 11,11,16189,2,0
2012-04-24 12,12,15898,2,0
2012-04-24 13,13,16099,2,0
2012-04-24 14,14,15922,2,0
2012-04-24 15,15,16126,2,0
2012-04-24 16,16,16160,2,0
2012-04-24 17,17,15863,2,0
2012-04-24 18,18,15954,2,0
2012-04-24 19,19,16094,2,0
2012-04-24 20,20,15575,2,0
2012-04-24 21,21,15009,2,0
2012-04-24 22,22,14047,2,0
2012-04-24 23,23,13170,2,0
2012-04-25 00,0,12230,3,0
2012-04-25 01,1,11905,3,0
2012-04-25 02,2,11340,3,0
2012-04-25 03,3,11094,3,0
2012-04-25 04,4,11074,3,0
2012-04-25 05,5,11444,3,0
2012-04-25 06,6,11796,3,0
2012-04-25 07,7,13355,3,0
2012-04-25 08,8,15065,3,0
2012-04-25 09,9,16353,3,0
2012-04-25 10,10,16599,3,0
2012-04-25 11,11,16167,3,0
2012-04-25 12,12,15725,3,0
2012-04-25 13,13,15854,3,0
2012-04-25 14,14,15934,3,0
2012-04-25 15,15,16073,3,0
2012-04-25 16,16,16103,3,0
2012-04-25 17,17,15783,3,0
2012-04-25 18,18,15832,3,0
2012-04-25 19,19,15901,3,0
2012-04-25 20,20,15371,3,0
2012-04-25 21,21,15152,3,0
2012-04-25 22,22,14370,3,0
2012-04-25 23,23,13368,3,0
2012-04-26 00,0,12318,4,0
2012-04-26 01,1,11836,4,0
2012-04-26 02,2,11453,4,0
2012-04-26 03,3,11295,4,0
2012-04-26 04,4,11211,4,0
2012-04-26 05,5,11801,4,0
2012-04-26 06,6,12199,4,0
2012-04-26 07,7,13433,4,0
2012-04-26 08,8,15140,4,0
2012-04-26 09,9,16125,4,0
2012-04-26 10,10,16185,4,0
2012-04-26 11,11,15829,4,0
2012-04-26 12,12,15469,4,0
2012-04-26 13,13,15817,4,0
2012-04-26 14,14,15741,4,0
2012-04-26 15,15,15670,4,0
2012-04-26 16,16,15718,4,0
2012-04-26 17,17,15399,4,0
2012-04-26 18,18,15609,4,0
2012-04-26 19,19,15865,4,0
2012-04-26 20,20,15570,4,0
2012-04-26 21,21,14939,4,0
2012-04-26 22,22,13974,4,0
2012-04-26 23,23,12964,4,0
2012-04-27 00,0,12160,5,0
2012-04-27 01,1,11822,5,0
2012-04-27 02,2,11406,5,0
2012-04-27 03,3,11041,5,0
2012-04-27 04,4,10941,5,0
2012-04-27 05,5,11607,5,0
2012-04-27 06,6,11964,5,0
2012-04-27 07,7,13459,5,0
2012-04-27 08,8,14943,5,0
2012-04-27 09,9,16148,5,0
2012-04-27 10,10,16310,5,0
2012-04-27 11,11,15838,5,0
2012-04-27 12,12,15633,5,0
2012-04-27 13,13,15771,5,0
2012-04-27 14,14,15649,5,0
2012-04-27 15,15,15701,5,0
2012-04-27 16,16,15778,5,0
2012-04-27 17,17,15314,5,0
2012-04-27 18,18,15431,5,0
2012-04-27 19,19,15629,5,0
2012-04-27 20,20,15184,5,0
2012-04-27 21,21,14699,5,0
2012-04-27 22,22,14070,5,0
2012-04-27 23,23,12968,5,0
2012-04-28 00,0,11964,6,0
2012-04-28 01,1,11608,6,0
2012-04-28 02,2,11148,6,0
2012-04-28 03,3,10868,6,0
2012-04-28 04,4,10915,6,0
2012-04-28 05,5,11299,6,0
2012-04-28 06,6,11650,6,0
2012-04-28 07,7,13261,6,0
2012-04-28 08,8,14836,6,0
2012-04-28 09,9,15957,6,0
2012-04-28 10,10,16132,6,0
2012-04-28 11,11,15774,6,0
2012-04-28 12,12,15382,6,0
2012-04-28 13,13,15741,6,0
2012-04-28 14,14,15715,6,0
2012-04-28 15,15,15634,6,0
2012-04-28 16,16,15597,6,0
2012-04-28 17,17,15342,6,0
2012-04-28 18,18,15190,6,0
2012-04-28 19,19,15428,6,0
2012-04-28 20,20,15129,6,0
2012-04-28 21,21,14776,6,0
2012-04-28 22,22,13935,6,0
2012-04-28 23,23,13102,6,0
2012-04-29 00,0,12052,7,1
2012-04-29 01,1,11465,7,1
2012-04-29 02,2,10997,7,1
2012-04-29 03,3,10582,7,1
2012-04-29 04,4,10776,7,1
2012-04-29 05,5,11032,7,1
2012-04-29 06,6,11062,7,1
2012-04-29 07,7,11998,7,1
2012-04-29 08,8,13332,7,1
2012-04-29 09,9,14251,7,1
2012-04-29 10,10,14438,7,1
2012-04-29 11,11,14117,7,1
2012-04-29 12,12,13548,7,1
2012-04-29 13,13,13868,7,1
2012-04-29 14,14,13724,7,1
2012-04-29 15,15,13783,7,1
2012-04-29 16,16,14038,7,1
2012-04-29 17,17,13963,7,1
2012-04-29 18,18,14316,7,1
2012-04-29 19,19,14376,7,1
2012-04-29 20,20,14122,7,1
2012-04-29 21,21,13818,7,1
2012-04-29 22,22,12990,7,1
2012-04-29 23,23,12036,7,1
2012-04-30 00,0,11318,1,1
2012-04-30 01,1,10891,1,1
2012-04-30 02,2,10401,1,1
2012-04-30 03,3,10291,1,1
2012-04-30 04,4,10084,1,1
2012-04-30 05,5,10443,1,1
2012-04-30 06,6,10293,1,1
2012-04-30 07,7,11108,1,1
2012-04-30 08,8,12005,1,1
2012-04-30 09,9,12797,1,1
2012-04-30 10,10,13047,1,1
2012-04-30 11,11,12935,1,1
2012-04-30 12,12,12533,1,1
2012-04-30 13,13,12475,1,1
2012-04-30 14,14,12504,1,1
2012-04-30 15,15,12404,1,1
2012-04-30 16,16,12679,1,1
2012-04-30 17,17,12777,1,1
2012-04-30 18,18,13442,1,1
2012-04-30 19,19,13634,1,1
2012-04-30 20,20,13427,1,1
2012-04-30 21,21,13020,1,1
2012-04-30 22,22,12204,1,1
2012-04-30 23,23,11301,1,1
2012-05-01 00,0,10520,2,-1
2012-05-01 01,1,9926,2,-1
2012-05-01 02,2,9531,2,-1
2012-05-01 03,3,9395,2,-1
2012-05-01 04,4,9369,2,-1
2012-05-01 05,5,9620,2,-1
2012-05-01 06,6,9482,2,-1
2012-05-01 07,7,10016,2,-1
2012-05-01 08,8,10442,2,-1
2012-05-01 09,9,11293,2,-1
2012-05-01 10,10,11780,2,-1
2012-05-01 11,11,11846,2,-1
2012-05-01 12,12,11534,2,-1
2012-05-01 13,13,11466,2,-1
2012-05-01 14,14,11418,2,-1
2012-05-01 15,15,11445,2,-1
2012-05-01 16,16,11817,2,-1
2012-05-01 17,17,12103,2,-1
2012-05-01 18,18,12393,2,-1
2012-05-01 19,19,12724,2,-1
2012-05-01 20,20,12613,2,-1
2012-05-01 21,21,12301,2,-1
2012-05-01 22,22,11567,2,-1
2012-05-01 23,23,10582,2,-1
2012-05-02 00,0,9878,3,0
2012-05-02 01,1,9366,3,0
2012-05-02 02,2,9047,3,0
2012-05-02 03,3,9057,3,0
2012-05-02 04,4,8998,3,0
2012-05-02 05,5,9995,3,0
2012-05-02 06,6,10604,3,0
2012-05-02 07,7,12460,3,0
2012-05-02 08,8,14429,3,0
2012-05-02 09,9,15135,3,0
2012-05-02 10,10,15343,3,0
2012-05-02 11,11,15413,3,0
2012-05-02 12,12,15085,3,0
2012-05-02 13,13,15389,3,0
2012-05-02 14,14,15315,3,0
2012-05-02 15,15,15439,3,0
2012-05-02 16,16,15550,3,0
2012-05-02 17,17,15217,3,0
2012-05-02 18,18,15584,3,0
2012-05-02 19,19,15597,3,0
2012-05-02 20,20,15202,3,0
2012-05-02 21,21,14487,3,0
2012-05-02 22,22,13610,3,0
2012-05-02 23,23,12537,3,0
2012-05-03 00,0,11677,4,0
2012-05-03 01,1,11219,4,0
2012-05-03 02,2,10850,4,0
2012-05-03 03,3,10675,4,0
2012-05-03 04,4,10619,4,0
2012-05-03 05,5,10990,4,0
2012-05-03 06,6,11350,4,0
2012-05-03 07,7,12426,4,0
2012-05-03 08,8,14642,4,0
2012-05-03 09,9,16145,4,0
2012-05-03 10,10,16243,4,0
2012-05-03 11,11,15843,4,0
2012-05-03 12,12,14836,4,0
2012-05-03 13,13,15102,4,0
2012-05-03 14,14,14973,4,0
2012-05-03 15,15,15021,4,0
2012-05-03 16,16,15078,4,0
2012-05-03 17,17,14860,4,0
2012-05-03 18,18,15289,4,0
2012-05-03 19,19,15540,4,0
2012-05-03 20,20,14935,4,0
2012-05-03 21,21,14464,4,0
2012-05-03 22,22,13682,4,0
2012-05-03 23,23,12552,4,0
2012-05-04 00,0,11836,5,0
2012-05-04 01,1,11474,5,0
2012-05-04 02,2,11149,5,0
2012-05-04 03,3,10872,5,0
2012-05-04 04,4,11174,5,0
2012-05-04 05,5,11528,5,0
2012-05-04 06,6,11906,5,0
2012-05-04 07,7,13241,5,0
2012-05-04 08,8,15039,5,0
2012-05-04 09,9,16272,5,0
2012-05-04 10,10,16477,5,0
2012-05-04 11,11,16163,5,0
2012-05-04 12,12,15540,5,0
2012-05-04 13,13,15724,5,0
2012-05-04 14,14,15664,5,0
2012-05-04 15,15,15544,5,0
2012-05-04 16,16,15516,5,0
2012-05-04 17,17,15393,5,0
2012-05-04 18,18,15806,5,0
2012-05-04 19,19,15869,5,0
2012-05-04 20,20,15402,5,0
2012-05-04 21,21,14992,5,0
2012-05-04 22,22,14156,5,0
2012-05-04 23,23,13000,5,0
2012-05-05 00,0,11989,6,1
2012-05-05 01,1,11592,6,1
2012-05-05 02,2,11195,6,1
2012-05-05 03,3,11081,6,1
2012-05-05 04,4,11010,6,1
2012-05-05 05,5,11483,6,1
2012-05-05 06,6,11612,6,1
2012-05-05 07,7,12553,6,1
2012-05-05 08,8,14194,6,1
2012-05-05 09,9,15180,6,1
2012-05-05 10,10,15510,6,1
2012-05-05 11,11,15151,6,1
2012-05-05 12,12,14975,6,1
2012-05-05 13,13,15098,6,1
2012-05-05 14,14,14934,6,1
2012-05-05 15,15,15162,6,1
2012-05-05 16,16,15218,6,1
2012-05-05 17,17,14690,6,1
2012-05-05 18,18,15043,6,1
2012-05-05 19,19,15175,6,1
2012-05-05 20,20,15018,6,1
2012-05-05 21,21,14519,6,1
2012-05-05 22,22,13792,6,1
2012-05-05 23,23,12799,6,1
2012-05-06 00,0,11992,7,1
2012-05-06 01,1,11458,7,1
2012-05-06 02,2,11200,7,1
2012-05-06 03,3,10797,7,1
2012-05-06 04,4,10732,7,1
2012-05-06 05,5,11161,7,1
2012-05-06 06,6,11064,7,1
2012-05-06 07,7,12200,7,1
2012-05-06 08,8,13061,7,1
2012-05-06 09,9,13943,7,1
2012-05-06 10,10,14419,7,1
2012-05-06 11,11,14155,7,1
2012-05-06 12,12,13634,7,1
2012-05-06 13,13,13578,7,1
2012-05-06 14,14,13725,7,1
2012-05-06 15,15,13823,7,1
2012-05-06 16,16,14075,7,1
2012-05-06 17,17,14097,7,1
2012-05-06 18,18,14487,7,1
2012-05-06 19,19,14800,7,1
2012-05-06 20,20,14537,7,1
2012-05-06 21,21,13990,7,1
2012-05-06 22,22,13519,7,1
2012-05-06 23,23,12512,7,1
2012-05-07 00,0,11593,1,0
2012-05-07 01,1,11114,1,0
2012-05-07 02,2,10779,1,0
2012-05-07 03,3,10524,1,0
2012-05-07 04,4,10564,1,0
2012-05-07 05,5,11124,1,0
2012-05-07 06,6,11437,1,0
2012-05-07 07,7,13087,1,0
2012-05-07 08,8,15697,1,0
2012-05-07 09,9,17280,1,0
2012-05-07 10,10,17825,1,0
2012-05-07 11,11,17397,1,0
2012-05-07 12,12,15655,1,0
2012-05-07 13,13,15923,1,0
2012-05-07 14,14,15986,1,0
2012-05-07 15,15,15898,1,0
2012-05-07 16,16,15958,1,0
2012-05-07 17,17,15636,1,0
2012-05-07 18,18,15939,1,0
2012-05-07 19,19,16060,1,0
2012-05-07 20,20,15694,1,0
2012-05-07 21,21,15068,1,0
2012-05-07 22,22,14123,1,0
2012-05-07 23,23,13296,1,0
2012-05-08 00,0,12490,2,0
2012-05-08 01,1,12223,2,0
2012-05-08 02,2,11602,2,0
2012-05-08 03,3,11365,2,0
2012-05-08 04,4,11234,2,0
2012-05-08 05,5,11667,2,0
2012-05-08 06,6,12225,2,0
2012-05-08 07,7,13564,2,0
2012-05-08 08,8,15321,2,0
2012-05-08 09,9,16526,2,0
2012-05-08 10,10,16853,2,0
2012-05-08 11,11,16521,2,0
2012-05-08 12,12,15701,2,0
2012-05-08 13,13,15920,2,0
2012-05-08 14,14,15708,2,0
2012-05-08 15,15,15883,2,0
2012-05-08 16,16,16070,2,0
2012-05-08 17,17,15712,2,0
2012-05-08 18,18,16094,2,0
2012-05-08 19,19,16119,2,0
2012-05-08 20,20,15694,2,0
2012-05-08 21,21,14903,2,0
2012-05-08 22,22,13942,2,0
2012-05-08 23,23,13046,2,0
2012-05-09 00,0,12317,3,0
2012-05-09 01,1,12084,3,0
2012-05-09 02,2,11614,3,0
2012-05-09 03,3,11267,3,0
2012-05-09 04,4,11382,3,0
2012-05-09 05,5,11828,3,0
2012-05-09 06,6,12196,3,0
2012-05-09 07,7,13628,3,0
2012-05-09 08,8,15399,3,0
2012-05-09 09,9,16351,3,0
2012-05-09 10,10,16665,3,0
2012-05-09 11,11,16421,3,0
2012-05-09 12,12,16005,3,0
2012-05-09 13,13,16121,3,0
2012-05-09 14,14,16222,3,0
2012-05-09 15,15,16117,3,0
2012-05-09 16,16,16253,3,0
2012-05-09 17,17,15779,3,0
2012-05-09 18,18,15767,3,0
2012-05-09 19,19,15856,3,0
2012-05-09 20,20,15398,3,0
2012-05-09 21,21,14975,3,0
2012-05-09 22,22,14061,3,0
2012-05-09 23,23,13060,3,0
2012-05-10 00,0,12238,4,0
2012-05-10 01,1,11609,4,0
2012-05-10 02,2,11248,4,0
2012-05-10 03,3,11130,4,0
2012-05-10 04,4,11274,4,0
2012-05-10 05,5,11680,4,0
2012-05-10 06,6,12164,4,0
2012-05-10 07,7,13501,4,0
2012-05-10 08,8,15458,4,0
2012-05-10 09,9,16433,4,0
2012-05-10 10,10,16626,4,0
2012-05-10 11,11,16235,4,0
2012-05-10 12,12,15986,4,0
2012-05-10 13,13,16263,4,0
2012-05-10 14,14,16120,4,0
2012-05-10 15,15,16237,4,0
2012-05-10 16,16,16302,4,0
2012-05-10 17,17,15810,4,0
2012-05-10 18,18,15768,4,0
2012-05-10 19,19,15911,4,0
2012-05-10 20,20,15496,4,0
2012-05-10 21,21,15110,4,0
2012-05-10 22,22,13981,4,0
2012-05-10 23,23,13087,4,0
2012-05-11 00,0,12221,5,0
2012-05-11 01,1,11618,5,0
2012-05-11 02,2,11330,5,0
2012-05-11 03,3,10954,5,0
2012-05-11 04,4,11059,5,0
2012-05-11 05,5,11560,5,0
2012-05-11 06,6,11945,5,0
2012-05-11 07,7,13363,5,0
2012-05-11 08,8,15101,5,0
2012-05-11 09,9,16131,5,0
2012-05-11 10,10,16542,5,0
2012-05-11 11,11,16026,5,0
2012-05-11 12,12,15910,5,0
2012-05-11 13,13,16107,5,0
2012-05-11 14,14,16144,5,0
2012-05-11 15,15,16205,5,0
2012-05-11 16,16,16315,5,0
2012-05-11 17,17,15792,5,0
2012-05-11 18,18,15592,5,0
2012-05-11 19,19,15950,5,0
2012-05-11 20,20,15280,5,0
2012-05-11 21,21,14846,5,0
2012-05-11 22,22,14028,5,0
2012-05-11 23,23,12990,5,0
2012-05-12 00,0,12278,6,1
2012-05-12 01,1,11554,6,1
2012-05-12 02,2,11221,6,1
2012-05-12 03,3,11047,6,1
2012-05-12 04,4,11106,6,1
2012-05-12 05,5,11340,6,1
2012-05-12 06,6,11324,6,1
2012-05-12 07,7,12536,6,1
2012-05-12 08,8,13912,6,1
2012-05-12 09,9,14802,6,1
2012-05-12 10,10,15238,6,1
2012-05-12 11,11,14948,6,1
2012-05-12 12,12,14645,6,1
2012-05-12 13,13,14805,6,1
2012-05-12 14,14,14785,6,1
2012-05-12 15,15,14807,6,1
2012-05-12 16,16,14958,6,1
2012-05-12 17,17,14502,6,1
2012-05-12 18,18,14874,6,1
2012-05-12 19,19,14963,6,1
2012-05-12 20,20,14831,6,1
2012-05-12 21,21,14449,6,1
2012-05-12 22,22,13706,6,1
2012-05-12 23,23,12752,6,1
2012-05-13 00,0,11837,7,1
2012-05-13 01,1,11330,7,1
2012-05-13 02,2,11027,7,1
2012-05-13 03,3,10718,7,1
2012-05-13 04,4,10644,7,1
2012-05-13 05,5,10922,7,1
2012-05-13 06,6,10938,7,1
2012-05-13 07,7,11993,7,1
2012-05-13 08,8,12925,7,1
2012-05-13 09,9,13581,7,1
2012-05-13 10,10,13974,7,1
2012-05-13 11,11,13770,7,1
2012-05-13 12,12,13380,7,1
2012-05-13 13,13,13568,7,1
2012-05-13 14,14,13450,7,1
2012-05-13 15,15,13580,7,1
2012-05-13 16,16,13706,7,1
2012-05-13 17,17,13878,7,1
2012-05-13 18,18,13970,7,1
2012-05-13 19,19,14358,7,1
2012-05-13 20,20,14241,7,1
2012-05-13 21,21,13654,7,1
2012-05-13 22,22,13044,7,1
2012-05-13 23,23,11933,7,1
2012-05-14 00,0,11329,1,0
2012-05-14 01,1,11048,1,0
2012-05-14 02,2,10776,1,0
2012-05-14 03,3,10617,1,0
2012-05-14 04,4,10781,1,0
2012-05-14 05,5,11200,1,0
2012-05-14 06,6,11663,1,0
2012-05-14 07,7,13242,1,0
2012-05-14 08,8,15470,1,0
2012-05-14 09,9,16231,1,0
2012-05-14 10,10,16545,1,0
2012-05-14 11,11,16220,1,0
2012-05-14 12,12,15878,1,0
2012-05-14 13,13,16264,1,0
2012-05-14 14,14,16263,1,0
2012-05-14 15,15,16319,1,0
2012-05-14 16,16,16409,1,0
2012-05-14 17,17,15934,1,0
2012-05-14 18,18,15873,1,0
2012-05-14 19,19,15898,1,0
2012-05-14 20,20,15467,1,0
2012-05-14 21,21,14876,1,0
2012-05-14 22,22,14021,1,0
2012-05-14 23,23,13010,1,0
2012-05-15 00,0,11982,2,0
2012-05-15 01,1,11340,2,0
2012-05-15 02,2,11025,2,0
2012-05-15 03,3,10784,2,0
2012-05-15 04,4,10764,2,0
2012-05-15 05,5,11132,2,0
2012-05-15 06,6,11939,2,0
2012-05-15 07,7,13290,2,0
2012-05-15 08,8,15155,2,0
2012-05-15 09,9,16360,2,0
2012-05-15 10,10,16325,2,0
2012-05-15 11,11,16051,2,0
2012-05-15 12,12,15716,2,0
2012-05-15 13,13,15996,2,0
2012-05-15 14,14,16092,2,0
2012-05-15 15,15,16111,2,0
2012-05-15 16,16,16118,2,0
2012-05-15 17,17,15681,2,0
2012-05-15 18,18,15429,2,0
2012-05-15 19,19,15649,2,0
2012-05-15 20,20,15331,2,0
2012-05-15 21,21,14816,2,0
2012-05-15 22,22,13986,2,0
2012-05-15 23,23,12881,2,0
2012-05-16 00,0,12277,3,0
2012-05-16 01,1,11926,3,0
2012-05-16 02,2,11677,3,0
2012-05-16 03,3,11341,3,0
2012-05-16 04,4,11259,3,0
2012-05-16 05,5,11716,3,0
2012-05-16 06,6,12137,3,0
2012-05-16 07,7,13557,3,0
2012-05-16 08,8,15274,3,0
2012-05-16 09,9,16695,3,0
2012-05-16 10,10,17061,3,0
2012-05-16 11,11,16576,3,0
2012-05-16 12,12,16206,3,0
2012-05-16 13,13,16350,3,0
2012-05-16 14,14,16499,3,0
2012-05-16 15,15,16539,3,0
2012-05-16 16,16,16568,3,0
2012-05-16 17,17,16034,3,0
2012-05-16 18,18,15908,3,0
2012-05-16 19,19,15846,3,0
2012-05-16 20,20,15712,3,0
2012-05-16 21,21,15147,3,0
2012-05-16 22,22,14371,3,0
2012-05-16 23,23,13254,3,0
2012-05-17 00,0,12464,4,0
2012-05-17 01,1,11624,4,0
2012-05-17 02,2,11269,4,0
2012-05-17 03,3,11144,4,0
2012-05-17 04,4,11206,4,0
2012-05-17 05,5,11643,4,0
2012-05-17 06,6,11880,4,0
2012-05-17 07,7,13351,4,0
2012-05-17 08,8,15623,4,0
2012-05-17 09,9,16989,4,0
2012-05-17 10,10,17385,4,0
2012-05-17 11,11,16742,4,0
2012-05-17 12,12,16509,4,0
2012-05-17 13,13,16566,4,0
2012-05-17 14,14,16758,4,0
2012-05-17 15,15,16514,4,0
2012-05-17 16,16,16612,4,0
2012-05-17 17,17,15987,4,0
2012-05-17 18,18,15908,4,0
2012-05-17 19,19,16132,4,0
2012-05-17 20,20,15763,4,0
2012-05-17 21,21,14981,4,0
2012-05-17 22,22,14270,4,0
2012-05-17 23,23,13313,4,0
2012-05-18 00,0,12325,5,0
2012-05-18 01,1,11830,5,0
2012-05-18 02,2,11314,5,0
2012-05-18 03,3,11218,5,0
2012-05-18 04,4,11153,5,0
2012-05-18 05,5,11699,5,0
2012-05-18 06,6,12028,5,0
2012-05-18 07,7,13449,5,0
2012-05-18 08,8,15721,5,0
2012-05-18 09,9,16993,5,0
2012-05-18 10,10,17394,5,0
2012-05-18 11,11,16958,5,0
2012-05-18 12,12,15990,5,0
2012-05-18 13,13,16305,5,0
2012-05-18 14,14,16381,5,0
2012-05-18 15,15,16376,5,0
2012-05-18 16,16,16252,5,0
2012-05-18 17,17,15865,5,0
2012-05-18 18,18,15675,5,0
2012-05-18 19,19,15946,5,0
2012-05-18 20,20,15798,5,0
2012-05-18 21,21,15185,5,0
2012-05-18 22,22,14465,5,0
2012-05-18 23,23,13219,5,0
2012-05-19 00,0,12295,6,1
2012-05-19 01,1,11974,6,1
2012-05-19 02,2,11648,6,1
2012-05-19 03,3,11229,6,1
2012-05-19 04,4,11309,6,1
2012-05-19 05,5,11603,6,1
2012-05-19 06,6,11694,6,1
2012-05-19 07,7,12775,6,1
