A fact sheet with definitions and metadata for this dataset can be found at http://www.stateair.net/web/historical/1/4.html.,,,,,,,,,,
The U.S. Department of State Data Use Statement at http://www.stateair.net/web/historical/1/4.html applies to these and all data available from the Mission China air quality monitoring program.,,,,,,,,,,
,,,,,,,,,,
Site,Parameter,Date (LST),Year,Month,Day,Hour,Value,Unit,Duration,QC Name
Shanghai,PM2.5,5/1/2016 2:00,2016,5,1,2,50,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/1/2016 3:00,2016,5,1,3,47,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/1/2016 4:00,2016,5,1,4,50,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/1/2016 5:00,2016,5,1,5,50,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/1/2016 6:00,2016,5,1,6,50,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/1/2016 7:00,2016,5,1,7,62,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/1/2016 8:00,2016,5,1,8,58,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/1/2016 9:00,2016,5,1,9,53,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/1/2016 10:00,2016,5,1,10,51,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/1/2016 11:00,2016,5,1,11,42,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/1/2016 12:00,2016,5,1,12,38,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/1/2016 13:00,2016,5,1,13,46,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/1/2016 14:00,2016,5,1,14,37,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/1/2016 15:00,2016,5,1,15,48,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/1/2016 16:00,2016,5,1,16,42,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/1/2016 17:00,2016,5,1,17,49,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/1/2016 18:00,2016,5,1,18,57,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/1/2016 19:00,2016,5,1,19,54,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/1/2016 20:00,2016,5,1,20,51,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/1/2016 21:00,2016,5,1,21,46,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/1/2016 22:00,2016,5,1,22,46,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/1/2016 23:00,2016,5,1,23,41,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/2/2016 0:00,2016,5,2,0,29,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/2/2016 1:00,2016,5,2,1,25,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/2/2016 2:00,2016,5,2,2,28,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/2/2016 3:00,2016,5,2,3,20,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/2/2016 4:00,2016,5,2,4,33,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/2/2016 5:00,2016,5,2,5,32,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/2/2016 6:00,2016,5,2,6,31,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/2/2016 7:00,2016,5,2,7,27,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/2/2016 8:00,2016,5,2,8,38,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/2/2016 9:00,2016,5,2,9,40,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/2/2016 10:00,2016,5,2,10,41,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/2/2016 11:00,2016,5,2,11,32,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/2/2016 12:00,2016,5,2,12,44,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/2/2016 13:00,2016,5,2,13,55,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/2/2016 14:00,2016,5,2,14,30,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/2/2016 15:00,2016,5,2,15,33,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/2/2016 16:00,2016,5,2,16,53,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/2/2016 17:00,2016,5,2,17,40,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/2/2016 18:00,2016,5,2,18,39,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/2/2016 19:00,2016,5,2,19,36,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/2/2016 20:00,2016,5,2,20,36,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/2/2016 21:00,2016,5,2,21,63,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/2/2016 22:00,2016,5,2,22,32,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/2/2016 23:00,2016,5,2,23,26,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/3/2016 0:00,2016,5,3,0,12,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/3/2016 1:00,2016,5,3,1,19,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/3/2016 2:00,2016,5,3,2,39,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/3/2016 3:00,2016,5,3,3,46,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/3/2016 4:00,2016,5,3,4,39,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/3/2016 5:00,2016,5,3,5,35,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/3/2016 6:00,2016,5,3,6,29,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/3/2016 7:00,2016,5,3,7,30,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/3/2016 8:00,2016,5,3,8,35,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/3/2016 9:00,2016,5,3,9,40,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/3/2016 10:00,2016,5,3,10,42,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/3/2016 11:00,2016,5,3,11,40,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/3/2016 12:00,2016,5,3,12,54,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/3/2016 13:00,2016,5,3,13,33,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/3/2016 14:00,2016,5,3,14,34,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/3/2016 15:00,2016,5,3,15,39,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/3/2016 16:00,2016,5,3,16,37,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/3/2016 17:00,2016,5,3,17,40,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/3/2016 18:00,2016,5,3,18,30,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/3/2016 19:00,2016,5,3,19,39,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/3/2016 20:00,2016,5,3,20,41,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/3/2016 21:00,2016,5,3,21,39,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/3/2016 22:00,2016,5,3,22,37,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/3/2016 23:00,2016,5,3,23,41,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/4/2016 0:00,2016,5,4,0,37,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/4/2016 1:00,2016,5,4,1,45,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/4/2016 2:00,2016,5,4,2,43,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/4/2016 3:00,2016,5,4,3,46,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/4/2016 4:00,2016,5,4,4,46,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/4/2016 5:00,2016,5,4,5,72,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/4/2016 6:00,2016,5,4,6,68,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/4/2016 7:00,2016,5,4,7,83,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/4/2016 8:00,2016,5,4,8,71,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/4/2016 9:00,2016,5,4,9,59,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/4/2016 10:00,2016,5,4,10,-999,µg/m³,1 Hr,Missing
Shanghai,PM2.5,5/4/2016 11:00,2016,5,4,11,41,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/4/2016 12:00,2016,5,4,12,37,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/4/2016 13:00,2016,5,4,13,28,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/4/2016 14:00,2016,5,4,14,34,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/4/2016 15:00,2016,5,4,15,34,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/4/2016 16:00,2016,5,4,16,39,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/4/2016 17:00,2016,5,4,17,49,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/4/2016 18:00,2016,5,4,18,53,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/4/2016 19:00,2016,5,4,19,52,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/4/2016 20:00,2016,5,4,20,44,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/4/2016 21:00,2016,5,4,21,40,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/4/2016 22:00,2016,5,4,22,32,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/4/2016 23:00,2016,5,4,23,33,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/5/2016 0:00,2016,5,5,0,26,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/5/2016 1:00,2016,5,5,1,29,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/5/2016 2:00,2016,5,5,2,31,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/5/2016 3:00,2016,5,5,3,30,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/5/2016 4:00,2016,5,5,4,31,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/5/2016 5:00,2016,5,5,5,32,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/5/2016 6:00,2016,5,5,6,38,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/5/2016 7:00,2016,5,5,7,46,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/5/2016 8:00,2016,5,5,8,38,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/5/2016 9:00,2016,5,5,9,40,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/5/2016 10:00,2016,5,5,10,37,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/5/2016 11:00,2016,5,5,11,43,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/5/2016 12:00,2016,5,5,12,28,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/5/2016 13:00,2016,5,5,13,27,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/5/2016 14:00,2016,5,5,14,31,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/5/2016 15:00,2016,5,5,15,36,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/5/2016 16:00,2016,5,5,16,32,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/5/2016 17:00,2016,5,5,17,45,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/5/2016 18:00,2016,5,5,18,53,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/5/2016 19:00,2016,5,5,19,48,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/5/2016 20:00,2016,5,5,20,55,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/5/2016 21:00,2016,5,5,21,43,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/5/2016 22:00,2016,5,5,22,38,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/5/2016 23:00,2016,5,5,23,33,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/6/2016 0:00,2016,5,6,0,35,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/6/2016 1:00,2016,5,6,1,48,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/6/2016 2:00,2016,5,6,2,41,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/6/2016 3:00,2016,5,6,3,36,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/6/2016 4:00,2016,5,6,4,44,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/6/2016 5:00,2016,5,6,5,44,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/6/2016 6:00,2016,5,6,6,41,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/6/2016 7:00,2016,5,6,7,49,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/6/2016 8:00,2016,5,6,8,64,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/6/2016 9:00,2016,5,6,9,57,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/6/2016 10:00,2016,5,6,10,53,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/6/2016 11:00,2016,5,6,11,53,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/6/2016 12:00,2016,5,6,12,59,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/6/2016 13:00,2016,5,6,13,65,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/6/2016 14:00,2016,5,6,14,75,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/6/2016 15:00,2016,5,6,15,60,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/6/2016 16:00,2016,5,6,16,55,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/6/2016 17:00,2016,5,6,17,99,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/6/2016 18:00,2016,5,6,18,84,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/6/2016 19:00,2016,5,6,19,123,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/6/2016 20:00,2016,5,6,20,117,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/6/2016 21:00,2016,5,6,21,99,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/6/2016 22:00,2016,5,6,22,81,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/6/2016 23:00,2016,5,6,23,91,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/7/2016 0:00,2016,5,7,0,88,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/7/2016 1:00,2016,5,7,1,72,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/7/2016 2:00,2016,5,7,2,62,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/7/2016 3:00,2016,5,7,3,73,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/7/2016 4:00,2016,5,7,4,64,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/7/2016 5:00,2016,5,7,5,67,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/7/2016 6:00,2016,5,7,6,69,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/7/2016 7:00,2016,5,7,7,69,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/7/2016 8:00,2016,5,7,8,94,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/7/2016 9:00,2016,5,7,9,103,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/7/2016 10:00,2016,5,7,10,105,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/7/2016 11:00,2016,5,7,11,112,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/7/2016 12:00,2016,5,7,12,129,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/7/2016 13:00,2016,5,7,13,61,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/7/2016 14:00,2016,5,7,14,57,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/7/2016 15:00,2016,5,7,15,58,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/7/2016 16:00,2016,5,7,16,57,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/7/2016 17:00,2016,5,7,17,56,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/7/2016 18:00,2016,5,7,18,37,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/7/2016 19:00,2016,5,7,19,29,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/7/2016 20:00,2016,5,7,20,23,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/7/2016 21:00,2016,5,7,21,31,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/7/2016 22:00,2016,5,7,22,28,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/7/2016 23:00,2016,5,7,23,34,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/8/2016 0:00,2016,5,8,0,30,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/8/2016 1:00,2016,5,8,1,38,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/8/2016 2:00,2016,5,8,2,46,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/8/2016 3:00,2016,5,8,3,37,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/8/2016 4:00,2016,5,8,4,32,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/8/2016 5:00,2016,5,8,5,29,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/8/2016 6:00,2016,5,8,6,32,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/8/2016 7:00,2016,5,8,7,21,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/8/2016 8:00,2016,5,8,8,30,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/8/2016 9:00,2016,5,8,9,24,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/8/2016 10:00,2016,5,8,10,17,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/8/2016 11:00,2016,5,8,11,25,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/8/2016 12:00,2016,5,8,12,24,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/8/2016 13:00,2016,5,8,13,24,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/8/2016 14:00,2016,5,8,14,25,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/8/2016 15:00,2016,5,8,15,20,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/8/2016 16:00,2016,5,8,16,35,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/8/2016 17:00,2016,5,8,17,34,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/8/2016 18:00,2016,5,8,18,38,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/8/2016 19:00,2016,5,8,19,35,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/8/2016 20:00,2016,5,8,20,33,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/8/2016 21:00,2016,5,8,21,42,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/8/2016 22:00,2016,5,8,22,36,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/8/2016 23:00,2016,5,8,23,41,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/9/2016 0:00,2016,5,9,0,43,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/9/2016 1:00,2016,5,9,1,41,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/9/2016 2:00,2016,5,9,2,36,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/9/2016 3:00,2016,5,9,3,47,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/9/2016 4:00,2016,5,9,4,60,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/9/2016 5:00,2016,5,9,5,61,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/9/2016 6:00,2016,5,9,6,65,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/9/2016 7:00,2016,5,9,7,58,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/9/2016 8:00,2016,5,9,8,53,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/9/2016 9:00,2016,5,9,9,50,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/9/2016 10:00,2016,5,9,10,54,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/9/2016 11:00,2016,5,9,11,67,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/9/2016 12:00,2016,5,9,12,75,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/9/2016 13:00,2016,5,9,13,68,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/9/2016 14:00,2016,5,9,14,55,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/9/2016 15:00,2016,5,9,15,43,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/9/2016 16:00,2016,5,9,16,31,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/9/2016 17:00,2016,5,9,17,41,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/9/2016 18:00,2016,5,9,18,41,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/9/2016 19:00,2016,5,9,19,42,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/9/2016 20:00,2016,5,9,20,31,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/9/2016 21:00,2016,5,9,21,29,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/9/2016 22:00,2016,5,9,22,27,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/9/2016 23:00,2016,5,9,23,19,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/10/2016 0:00,2016,5,10,0,18,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/10/2016 1:00,2016,5,10,1,22,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/10/2016 2:00,2016,5,10,2,11,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/10/2016 3:00,2016,5,10,3,6,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/10/2016 4:00,2016,5,10,4,17,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/10/2016 5:00,2016,5,10,5,17,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/10/2016 6:00,2016,5,10,6,9,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/10/2016 7:00,2016,5,10,7,18,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/10/2016 8:00,2016,5,10,8,30,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/10/2016 9:00,2016,5,10,9,29,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/10/2016 10:00,2016,5,10,10,29,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/10/2016 11:00,2016,5,10,11,31,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/10/2016 12:00,2016,5,10,12,32,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/10/2016 13:00,2016,5,10,13,40,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/10/2016 14:00,2016,5,10,14,35,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/10/2016 15:00,2016,5,10,15,24,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/10/2016 16:00,2016,5,10,16,28,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/10/2016 17:00,2016,5,10,17,34,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/10/2016 18:00,2016,5,10,18,37,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/10/2016 19:00,2016,5,10,19,48,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/10/2016 20:00,2016,5,10,20,48,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/10/2016 21:00,2016,5,10,21,51,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/10/2016 22:00,2016,5,10,22,54,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/10/2016 23:00,2016,5,10,23,59,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/11/2016 0:00,2016,5,11,0,57,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/11/2016 1:00,2016,5,11,1,64,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/11/2016 2:00,2016,5,11,2,66,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/11/2016 3:00,2016,5,11,3,66,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/11/2016 4:00,2016,5,11,4,69,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/11/2016 5:00,2016,5,11,5,62,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/11/2016 6:00,2016,5,11,6,72,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/11/2016 7:00,2016,5,11,7,86,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/11/2016 8:00,2016,5,11,8,84,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/11/2016 9:00,2016,5,11,9,82,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/11/2016 10:00,2016,5,11,10,79,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/11/2016 11:00,2016,5,11,11,79,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/11/2016 12:00,2016,5,11,12,77,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/11/2016 13:00,2016,5,11,13,75,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/11/2016 14:00,2016,5,11,14,71,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/11/2016 15:00,2016,5,11,15,89,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/11/2016 16:00,2016,5,11,16,96,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/11/2016 17:00,2016,5,11,17,87,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/11/2016 18:00,2016,5,11,18,92,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/11/2016 19:00,2016,5,11,19,101,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/11/2016 20:00,2016,5,11,20,110,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/11/2016 21:00,2016,5,11,21,109,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/11/2016 22:00,2016,5,11,22,89,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/11/2016 23:00,2016,5,11,23,78,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/12/2016 0:00,2016,5,12,0,94,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/12/2016 1:00,2016,5,12,1,91,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/12/2016 2:00,2016,5,12,2,78,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/12/2016 3:00,2016,5,12,3,69,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/12/2016 4:00,2016,5,12,4,64,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/12/2016 5:00,2016,5,12,5,52,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/12/2016 6:00,2016,5,12,6,50,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/12/2016 7:00,2016,5,12,7,42,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/12/2016 8:00,2016,5,12,8,31,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/12/2016 9:00,2016,5,12,9,38,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/12/2016 10:00,2016,5,12,10,37,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/12/2016 11:00,2016,5,12,11,38,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/12/2016 12:00,2016,5,12,12,37,µg/m³,1 Hr,Valid
Shanghai,PM2.5,5/12/2016 13:00,2016,5,12,13,37,µg/m³,1 Hr,Valid
